DBN,Year,Number Tested,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %
18K366,2011,194,3.1,45.9,43.8,7.2,51
18K581,2008,87,9.2,34.5,52.9,3.4,56.3
18K581,2009,139,6.5,23.7,63.3,6.5,69.8
18K581,2010,238,23.1,57.6,16.4,2.9,19.3
18K581,2011,245,34.7,55.1,9.8,0.4,10.2
18K588,2008,98,9.2,38.8,51,1,52
18K588,2009,167,3,25.1,69.5,2.4,71.9
18K588,2010,318,21.4,56.3,19.8,2.5,22.3
18K588,2011,335,19.4,53.4,24.5,2.7,27.2
18K598,2008,89,5.6,27,62.9,4.5,67.4
18K598,2009,174,1.1,19,67.8,12.1,79.9
18K598,2010,289,11.1,46.7,30.4,11.8,42.2
18K598,2011,321,8.4,43.6,37.7,10.3,48
19K007,2006,354,4,11.6,50.6,33.9,84.5
19K007,2007,339,3.5,9.7,51,35.7,86.7
19K007,2008,333,3.3,8.4,60.1,28.2,88.3
19K007,2009,326,1.2,4,53.7,41.1,94.8
19K007,2010,340,7.9,32.1,35.9,24.1,60
19K007,2011,332,6.9,32.8,42.2,18.1,60.2
19K013,2006,350,16.3,25.1,49.1,9.4,58.6
19K013,2007,315,10.2,20,49.8,20,69.8
19K013,2008,292,6.5,20.2,55.5,17.8,73.3
19K013,2009,277,3.2,15.5,56.3,24.9,81.2
19K013,2010,258,18.6,41.5,21.3,18.6,39.9
19K013,2011,258,18.6,37.2,27.5,16.7,44.2
19K065,2006,287,7,19.9,55.1,18.1,73.2
19K065,2007,281,4.6,14.9,56.9,23.5,80.4
19K065,2008,285,0.4,14,63.5,22.1,85.6
19K065,2009,281,0,3.9,58.4,37.7,96.1
19K065,2010,310,2.3,20.3,41.6,35.8,77.4
19K065,2011,325,4,26.8,48.9,20.3,69.2
19K072,2006,346,11.3,22.5,51.4,14.7,66.2
19K072,2007,389,4.9,25.2,56.8,13.1,69.9
19K072,2008,462,8.2,29.4,56.7,5.6,62.3
19K072,2009,492,5.7,22,64,8.3,72.4
19K072,2010,323,23.8,55.4,17.3,3.4,20.7
19K072,2011,147,19,61.2,18.4,1.4,19.7
19K089,2006,133,9.8,28.6,55.6,6,61.7
19K089,2007,128,5.5,33.6,59.4,1.6,60.9
19K089,2008,130,3.1,20.8,68.5,7.7,76.2
19K089,2009,142,6.3,17.6,70.4,5.6,76.1
19K089,2010,159,20.8,51.6,23.9,3.8,27.7
19K089,2011,184,19,52.7,27.2,1.1,28.3
19K108,2006,517,6,14.7,55.3,24,79.3
19K108,2007,457,2.8,14.2,50.3,32.6,82.9
19K108,2008,466,1.5,9,65.2,24.2,89.5
19K108,2009,488,1.4,6.1,57.2,35.2,92.4
19K108,2010,500,8,36.8,38.8,16.4,55.2
19K108,2011,475,5.9,36.4,43.6,14.1,57.7
19K149,2006,338,10.7,20.1,51.8,17.5,69.2
19K149,2007,355,5.4,11.8,50.7,32.1,82.8
19K149,2008,350,3.1,10.9,64.3,21.7,86
19K149,2009,352,2.3,10.5,60.5,26.7,87.2
19K149,2010,333,8.4,40.5,31.8,19.2,51.1
19K149,2011,341,7.6,36.4,45.2,10.9,56
19K158,2006,241,10.8,25.7,50.6,12.9,63.5
19K158,2007,267,8.2,19.9,57.3,14.6,71.9
19K158,2008,290,3.8,18.3,65.9,12.1,77.9
19K158,2009,299,3.7,11.7,64.2,20.4,84.6
19K158,2010,289,9,50.2,32.5,8.3,40.8
19K158,2011,285,7.4,50.2,35.4,7,42.5
19K159,2006,465,11.4,22.4,50.3,15.9,66.2
19K159,2007,447,5.1,21.7,55.3,17.9,73.2
19K159,2008,461,3.5,14.3,63.1,19.1,82.2
19K159,2009,464,2.6,13.6,59.9,23.9,83.8
19K159,2010,469,15.4,41.2,29.6,13.9,43.5
19K159,2011,458,9.8,43.2,31.9,15.1,46.9
19K166,2006,744,37.6,42.5,19,0.9,19.9
19K166,2007,638,29.3,47,21.9,1.7,23.7
19K166,2008,552,13.9,43.3,39.9,2.9,42.8
19K166,2009,522,6.1,39.5,51.1,3.3,54.4
19K166,2010,540,21.3,54.3,21.1,3.3,24.4
19K166,2011,496,21,57.9,19.4,1.8,21.2
19K171,2006,1052,25.9,37.5,30.4,6.3,36.7
19K171,2007,960,14.6,35,43.1,7.3,50.4
19K171,2008,868,9.6,32.5,47.5,10.5,57.9
19K171,2009,833,5.9,31.1,51.1,11.9,63
19K171,2010,834,15.8,48.1,24.9,11.2,36.1
19K171,2011,843,17,48.2,29.9,5,34.9
19K174,2006,312,25,33.7,37.5,3.8,41.3
19K174,2007,323,14.6,36.2,42.7,6.5,49.2
19K174,2008,283,9.2,32.9,51.6,6.4,58
19K174,2009,276,5.8,31.5,55.1,7.6,62.7
19K174,2010,255,18,57.6,20.4,3.9,24.3
19K174,2011,256,16.8,55.5,23.4,4.3,27.7
19K190,2006,180,13.9,17.2,53.3,15.6,68.9
19K190,2007,178,11.2,18,52.8,18,70.8
19K190,2008,187,7,26.7,56.7,9.6,66.3
19K190,2009,161,1.9,13,67.7,17.4,85.1
19K190,2010,143,2.1,39.2,44.1,14.7,58.7
19K190,2011,141,13.5,39,36.2,11.3,47.5
19K202,2006,671,20.4,32.3,38.7,8.5,47.2
19K202,2007,663,10.3,25.3,43.9,20.5,64.4
19K202,2008,614,6.4,22.1,53.4,18.1,71.5
19K202,2009,585,2.9,17.1,53.5,26.5,80
19K202,2010,556,13.1,46.6,28.4,11.9,40.3
19K202,2011,566,17.8,46.1,26.1,9.9,36
19K213,2006,265,15.1,26,44.2,14.7,58.9
19K213,2007,272,7,21.7,50.7,20.6,71.3
19K213,2008,242,3.7,14.5,62,19.8,81.8
19K213,2009,225,1.3,11.1,60.4,27.1,87.6
19K213,2010,203,8.9,42.4,33,15.8,48.8
19K213,2011,210,15.7,39,33.8,11.4,45.2
19K214,2006,458,15.1,21.6,44.1,19.2,63.3
19K214,2007,455,12.5,24.2,45.9,17.4,63.3
19K214,2008,453,7.7,19.2,53.9,19.2,73.1
19K214,2009,454,4.2,11.2,56.6,28,84.6
19K214,2010,440,9.1,35.5,35.2,20.2,55.5
19K214,2011,447,7.2,34.2,41.4,17.2,58.6
19K218,2006,1098,21.4,35.6,36,7,43
19K218,2007,933,13.1,31.1,44.1,11.8,55.8
19K218,2008,829,10.1,29.6,48.7,11.6,60.3
19K218,2009,715,5.5,23.5,55.5,15.5,71
19K218,2010,632,14.1,41.3,29.4,15.2,44.6
19K218,2011,579,13.8,38.9,32.3,15,47.3
19K224,2006,501,18.4,29.9,44.5,7.2,51.7
19K224,2007,473,10.4,31.9,49,8.7,57.7
19K224,2008,437,9.4,31.1,48.3,11.2,59.5
19K224,2009,434,2.5,23.3,61.1,13.1,74.2
19K224,2010,412,11.4,45.1,33.5,10,43.4
19K224,2011,440,12.7,43.9,38,5.5,43.4
19K260,2006,267,5.2,27.7,50.9,16.1,67
19K260,2007,240,5.4,21.7,52.5,20.4,72.9
19K260,2008,249,2,22.9,63.1,12,75.1
19K260,2009,227,0.9,19.8,64.3,15,79.3
19K260,2010,200,13,56,26.5,4.5,31
19K260,2011,159,10.1,54.1,30.8,5,35.8
19K273,2006,305,12.8,28.2,48.9,10.2,59
19K273,2007,289,6.9,28,50.2,14.9,65.1
19K273,2008,261,4.6,19.2,58.2,18,76.2
19K273,2009,252,2.8,15.5,57.1,24.6,81.7
19K273,2010,224,10.3,38.8,29.9,21,50.9
19K273,2011,214,6.5,45.3,31.8,16.4,48.1
19K290,2006,286,2.4,11.9,57,28.7,85.7
19K290,2007,289,4.2,9.3,56.1,30.4,86.5
19K290,2008,292,1.4,12.7,59.2,26.7,86
19K290,2009,281,0.7,6.4,63.7,29.2,92.9
19K290,2010,279,5,34.8,39.8,20.4,60.2
19K290,2011,284,4.9,37.7,43,14.4,57.4
19K292,2006,903,31,38.2,25.7,5.1,30.8
19K292,2007,854,15.8,34,38.5,11.7,50.2
19K292,2008,750,12,30.9,45.7,11.3,57.1
19K292,2009,690,3,26.5,55.8,14.6,70.4
19K292,2010,649,14.9,42.2,24.7,18.2,42.8
19K292,2011,731,11.5,39.3,28,21.2,49.2
19K302,2006,1238,27.4,43,27.3,2.3,29.6
19K302,2007,1078,18.6,39.9,37,4.5,41.5
19K302,2008,981,15,39.3,41.8,3.9,45.7
19K302,2009,914,6.7,32.3,52.7,8.3,61.1
19K302,2010,990,24.9,46.8,19.5,8.8,28.3
19K302,2011,961,22.7,44.2,23.4,9.7,33.1
19K306,2006,350,18.3,30.3,43.7,7.7,51.4
19K306,2007,403,9.7,32,50.1,8.2,58.3
19K306,2008,437,8.9,28.6,54.2,8.2,62.5
19K306,2009,431,4.2,23.4,63.8,8.6,72.4
19K306,2010,410,11.7,50.5,32,5.9,37.8
19K306,2011,370,13.8,53.8,31.9,0.5,32.4
19K311,2006,252,14.3,40.9,38.9,6,44.8
19K311,2007,221,8.6,37.1,48,6.3,54.3
19K311,2008,243,2.5,30.5,59.7,7.4,67.1
19K311,2009,251,1.2,21.9,70.5,6.4,76.9
19K311,2010,234,12.8,56,24.4,6.8,31.2
19K311,2011,213,10.3,49.3,36.2,4.2,40.4
19K328,2006,468,20.7,34,39.3,6,45.3
19K328,2007,401,12.5,34.9,48.9,3.7,52.6
19K328,2008,347,11,23.9,58.5,6.6,65.1
19K328,2009,318,6.9,24.8,58.5,9.7,68.2
19K328,2010,304,22,46.4,25.7,5.9,31.6
19K328,2011,321,23.7,50.8,23.4,2.2,25.5
19K345,2006,369,6,17.3,54.7,22,76.7
19K345,2007,349,6,14.9,57.3,21.8,79.1
19K345,2008,338,8,17.2,59.8,15.1,74.9
19K345,2009,352,4.3,14.5,67,14.2,81.3
19K345,2010,327,12.8,45.6,28.1,13.5,41.6
19K345,2011,334,17.1,40.7,33.5,8.7,42.2
19K346,2006,481,12.9,25.4,48.2,13.5,61.7
19K346,2007,362,6.1,14.1,60.2,19.6,79.8
19K346,2008,386,5.2,14.5,61.1,19.2,80.3
19K346,2009,383,2.3,9.9,72.6,15.1,87.7
19K346,2010,398,8.3,46,33.7,12.1,45.7
19K346,2011,372,6.5,44.4,38.7,10.5,49.2
19K364,2006,383,18.5,45.7,32.6,3.1,35.8
19K364,2007,434,8.1,31.1,50.2,10.6,60.8
19K364,2008,405,3.5,21.7,58.8,16,74.8
19K364,2009,384,2.1,15.1,62.5,20.3,82.8
19K364,2010,384,5.2,40.1,37.2,17.4,54.7
19K364,2011,391,6.6,38.4,40.9,14.1,55
19K409,2006,138,0,5.1,64.5,30.4,94.9
19K409,2007,132,0,1.5,47.7,50.8,98.5
19K409,2008,142,0,2.8,64.1,33.1,97.2
19K409,2009,142,0,0.7,49.3,50,99.3
19K409,2010,144,0,4.9,36.1,59,95.1
19K409,2011,147,0,2,33.3,64.6,98
19K452,2007,74,0,18.9,51.4,29.7,81.1
19K452,2008,136,0.7,16.9,70.6,11.8,82.4
19K452,2009,221,0.9,10.9,72.4,15.8,88.2
19K452,2010,205,2,28.8,50.7,18.5,69.3
19K452,2011,209,2.9,24.4,48.3,24.4,72.7
19K677,2010,77,22.1,41.6,26,10.4,36.4
19K677,2011,150,11.3,57.3,28.7,2.7,31.3
19K678,2010,78,20.5,59,19.2,1.3,20.5
19K678,2011,140,14.3,63.6,19.3,2.9,22.1
20K030,2006,352,9.4,27,45.7,17.9,63.6
20K030,2007,335,6,16.4,49.6,28.1,77.6
20K030,2008,334,1.2,16.8,52.1,29.9,82
20K030,2009,323,0.3,6.5,54.8,38.4,93.2
20K030,2010,348,4.6,19.3,37.1,39.1,76.1
20K030,2011,346,6.1,22.8,34.1,37,71.1
20K048,2006,297,2,6.4,43.1,48.5,91.6
20K048,2007,273,0.7,5.5,43.2,50.5,93.8
20K048,2008,276,1.1,4,43.5,51.4,94.9
20K048,2009,294,0.7,3.4,43.5,52.4,95.9
20K048,2010,325,4.9,19.7,33.2,42.2,75.4
20K048,2011,312,6.1,15.4,36.9,41.7,78.5
20K062,2006,1233,23.4,42.7,32.3,1.7,34
20K062,2007,970,12,36.2,43.2,8.7,51.9
20K062,2008,968,7.3,28.6,53.8,10.2,64
20K062,2009,976,4,21.9,63,11.1,74.1
20K062,2010,1046,11.5,45.6,31.5,11.5,42.9
20K062,2011,1074,10,42.6,35.7,11.8,47.5
20K069,2006,269,2.2,7.1,48,42.8,90.7
20K069,2007,347,2.9,7.5,50.1,39.5,89.6
20K069,2008,404,2.7,8.4,50,38.9,88.9
20K069,2009,456,2.9,6.4,43.9,46.9,90.8
20K069,2010,519,4.2,20.6,41.4,33.7,75.1
20K069,2011,501,5.8,20.6,39.9,33.7,73.7
20K102,2006,581,9.3,13.6,46.8,30.3,77.1
20K102,2007,528,6.1,10,45.3,38.6,83.9
20K102,2008,558,2.7,7.2,49.3,40.9,90.1
20K102,2009,560,1.3,6.1,43.4,49.3,92.7
20K102,2010,572,2.6,20.3,38.3,38.8,77.1
20K102,2011,581,2.1,16.9,43.7,37.3,81.1
20K104,2006,870,5.5,20.5,51,23,74
20K104,2007,862,3.2,16,50.9,29.8,80.7
20K104,2008,834,1.8,8.4,54.1,35.7,89.8
20K104,2009,834,0.6,4.8,52.2,42.4,94.6
20K104,2010,848,1.7,18.9,40,39.5,79.5
20K104,2011,836,2.2,14,45,38.9,83.9
20K105,2006,586,1.4,7.3,44.9,46.4,91.3
20K105,2007,602,0.8,4.7,45,49.5,94.5
20K105,2008,613,0.7,2.6,41.4,55.3,96.7
20K105,2009,610,0.7,2.1,38.4,58.9,97.2
20K105,2010,725,1.4,17.9,34.6,46.1,80.7
20K105,2011,802,3.1,16.8,41.8,38.3,80
20K112,2006,239,2.1,7.5,48.1,42.3,90.4
20K112,2007,228,1.8,5.7,48.7,43.9,92.5
20K112,2008,218,0.9,4.1,45,50,95
20K112,2009,216,0,1.9,45.8,52.3,98.1
20K112,2010,239,3.8,20.5,40.2,35.6,75.7
20K112,2011,260,0.4,21.2,41.5,36.9,78.5
20K127,2006,179,3.4,10.6,52.5,33.5,86
20K127,2007,202,1.5,5.4,60.9,32.2,93.1
20K127,2008,171,0,4.1,61.4,34.5,95.9
20K127,2009,167,1.8,7.8,50.9,39.5,90.4
20K127,2010,165,10.3,28.5,41.2,20,61.2
20K127,2011,220,10,19.1,50,20.9,70.9
20K160,2006,363,2.8,10.2,50.1,36.9,87.1
20K160,2007,365,1.1,6.6,47.4,44.9,92.3
20K160,2008,347,0.6,5.5,51.6,42.4,93.9
20K160,2009,357,0,3.4,49.3,47.3,96.6
20K160,2010,409,2.2,27.6,39.1,31.1,70.2
20K160,2011,411,4.6,23.1,45.7,26.5,72.3
20K163,2006,242,8.3,12,46.3,33.5,79.8
20K163,2007,220,4.5,7.7,41.4,46.4,87.7
20K163,2008,214,2.8,6.1,46.3,44.9,91.1
20K163,2009,188,3.2,5.9,35.6,55.3,91
20K163,2010,188,7.4,20.7,30.9,41,71.8
20K163,2011,253,5.5,22.9,38.3,33.2,71.5
20K164,2006,252,12.7,17.1,45.6,24.6,70.2
20K164,2007,225,4.9,11.1,48.4,35.6,84
20K164,2008,218,4.1,8.3,52.3,35.3,87.6
20K164,2009,198,1,6.1,47,46,92.9
20K164,2010,185,4.3,22.2,42.2,31.4,73.5
20K164,2011,174,3.4,24.1,47.7,24.7,72.4
20K170,2006,366,5.2,12.8,58.7,23.2,82
20K170,2007,368,3,14.7,53.8,28.5,82.3
20K170,2008,382,5,9.2,58.4,27.5,85.9
20K170,2009,388,2.1,3.4,61.6,33,94.6
20K170,2010,400,3,25.8,44.3,27,71.3
20K170,2011,424,2.6,20.5,49.1,27.8,76.9
20K176,2006,577,6.9,13,40.2,39.9,80.1
20K176,2007,551,3.1,10.9,38.1,47.9,86
20K176,2008,572,2.1,6.8,42.5,48.6,91.1
20K176,2009,550,0.9,4.4,43.6,51.1,94.7
20K176,2010,558,1.8,18.3,35.1,44.8,79.9
20K176,2011,590,0.7,15.6,44.1,39.7,83.7
20K179,2006,447,8.9,19.5,53,18.6,71.6
20K179,2007,451,7.5,15.1,53.7,23.7,77.4
20K179,2008,422,5.2,14.2,60.9,19.7,80.6
20K179,2009,382,5,10.2,54.7,30.1,84.8
20K179,2010,383,9.4,37.3,33.2,20.1,53.3
20K179,2011,418,11.2,35.2,38,15.6,53.6
20K180,2006,244,11.5,11.1,41,36.5,77.5
20K180,2007,300,4,14,42.3,39.7,82
20K180,2008,403,2.5,10.7,51.9,35,86.8
20K180,2009,601,1.7,10.8,52.6,34.9,87.5
20K180,2010,703,8,27.2,35.8,29,64.9
20K180,2011,750,5.7,24.4,38.8,31.1,69.9
20K185,2006,386,1.6,5.4,42.5,50.5,93
20K185,2007,395,1.5,6.1,41.5,50.9,92.4
20K185,2008,366,0.3,1.6,42.3,55.7,98.1
20K185,2009,379,0.5,2.6,39.6,57.3,96.8
20K185,2010,392,2.6,16.8,44.6,36,80.6
20K185,2011,418,4.5,17,40.9,37.6,78.5
20K186,2006,406,6.7,14.3,44.8,34.2,79.1
20K186,2007,420,4.3,10,47.9,37.9,85.7
20K186,2008,407,3.2,7.1,48.9,40.8,89.7
20K186,2009,415,1.9,4.8,49.6,43.6,93.3
20K186,2010,406,4.7,25.9,38.9,30.5,69.5
20K186,2011,435,6,23.9,45.7,24.4,70.1
20K187,2006,937,0,0.9,55.5,43.6,99.1
20K187,2007,962,0,0.1,35.7,64.2,99.9
20K187,2008,947,0,0,15.9,84.1,100
20K187,2009,908,0,0,11.1,88.9,100
20K187,2010,965,0,0.1,7.8,92.1,99.9
20K187,2011,964,0,0,2,98,100
20K192,2006,187,11.2,17.6,51.9,19.3,71.1
20K192,2007,212,9.9,16,53.3,20.8,74.1
20K192,2008,249,5.6,16.9,60.2,17.3,77.5
20K192,2009,309,5.2,16.2,61.2,17.5,78.6
20K192,2010,339,12.7,41.9,29.8,15.6,45.4
20K192,2011,382,13.6,34,37.4,14.9,52.4
20K200,2006,540,3.3,10.2,43.3,43.1,86.5
20K200,2007,530,1.7,7,44,47.4,91.3
20K200,2008,531,0.9,5.3,44.1,49.7,93.8
20K200,2009,559,1.8,4.7,44,49.6,93.6
20K200,2010,581,4.5,21.5,33.7,40.3,74
20K200,2011,644,3.6,20,39.6,36.8,76.4
20K201,2006,1765,6,18.4,44.2,31.3,75.6
20K201,2007,1789,3,14.2,43,39.8,82.8
20K201,2008,1756,1.2,10.2,45.1,43.5,88.6
20K201,2009,1619,0.6,5.8,49.6,44,93.6
20K201,2010,1517,2.6,19.4,35,43,78
20K201,2011,1503,3,17.6,31.9,47.4,79.4
20K204,2006,521,2.7,7.5,44.9,44.9,89.8
20K204,2007,500,2,4.8,48,45.2,93.2
20K204,2008,455,1.3,3.5,51.4,43.7,95.2
20K204,2009,455,0.7,2.9,48.8,47.7,96.5
20K204,2010,448,3.1,19,32.6,45.3,77.9
20K204,2011,490,3.3,16.7,37.1,42.9,80
20K205,2006,402,2.7,15.2,45.5,36.6,82.1
20K205,2007,406,2.7,8.6,53.4,35.2,88.7
20K205,2008,379,3.2,6.6,57,33.2,90.2
20K205,2009,356,2.5,4.2,56.2,37.1,93.3
20K205,2010,372,4.6,24.2,40.9,30.4,71.2
20K205,2011,366,5.2,21,41.3,32.5,73.8
20K220,2006,1359,16.9,38,36.8,8.3,45.1
20K220,2007,1208,10.4,33.3,44,12.3,56.3
20K220,2008,1256,7.2,27.4,51.6,13.9,65.4
20K220,2009,1261,3.5,22.6,56,17.9,73.9
20K220,2010,1343,9.3,37.1,30.9,22.7,53.6
20K220,2011,1235,9.1,31.7,35.5,23.6,59.2
20K223,2006,746,25.1,39.3,32.3,3.4,35.7
20K223,2007,653,17.5,35.8,40.7,6,46.7
20K223,2008,632,8.4,23.4,55.2,13,68.2
20K223,2009,565,4.4,21.4,58.8,15.4,74.2
20K223,2010,629,15.7,34.2,36.1,14,50.1
20K223,2011,578,12.3,33.6,35.8,18.3,54.2
20K227,2006,1365,13.8,32,46,8.1,54.1
20K227,2007,1308,8.9,29.7,49.5,11.9,61.4
20K227,2008,1346,4.2,20.4,56.7,18.8,75.5
20K227,2009,1317,1.3,15.5,58.5,24.7,83.2
20K227,2010,1382,7.2,32.3,37.1,23.4,60.5
20K227,2011,1329,7.3,26,37.5,29.2,66.7
20K229,2006,282,0.4,4.3,35.5,59.9,95.4
20K229,2007,281,0.4,1.8,31.7,66.2,97.9
20K229,2008,313,0.3,1.3,36.4,62,98.4
20K229,2009,336,0.9,1.2,35.7,62.2,97.9
20K229,2010,384,2.1,16.1,35.7,46.1,81.8
20K229,2011,466,1.7,15.5,32.8,50,82.8
20K247,2006,298,1.3,5.7,56,36.9,93
20K247,2007,281,1.1,3.2,41.6,54.1,95.7
20K247,2008,303,1,4.3,43.2,51.5,94.7
20K247,2009,307,0.3,2.6,40.1,57,97.1
20K247,2010,308,1.6,15.3,39,44.2,83.1
20K247,2011,297,0.7,7.7,44.4,47.1,91.6
20K259,2006,1319,11.9,28.6,44.3,15.2,59.5
20K259,2007,1361,8.3,20.6,48,23.1,71.1
20K259,2008,1334,3.7,13.3,47.8,35.1,82.9
20K259,2009,1390,1.7,11.2,52.2,34.9,87.1
20K259,2010,1370,3.5,21.3,39.6,35.5,75.2
20K259,2011,1408,4.6,19.9,35.8,39.7,75.5
20K503,2007,353,4,19.3,56.9,19.8,76.8
20K503,2008,345,2.9,17.7,66.1,13.3,79.4
20K503,2009,404,1.5,11.4,71.5,15.6,87.1
20K503,2010,399,14.5,38.1,34.8,12.5,47.4
20K503,2011,420,11.9,38.3,38.8,11,49.8
20K506,2007,347,5.8,17,51,26.2,77.2
20K506,2008,338,6.8,10.4,58.3,24.6,82.8
20K506,2009,334,3.3,10.2,58.7,27.8,86.5
20K506,2010,343,9,38.8,32.4,19.8,52.2
20K506,2011,336,11,39.9,36,13.1,49.1
20K609,2008,75,0,12,62.7,25.3,88
20K609,2009,134,0,8.2,72.4,19.4,91.8
20K609,2010,192,1.6,48.4,34.4,15.6,50
20K609,2011,178,1.1,39.3,44.4,15.2,59.6
21K090,2006,244,6.1,18.9,59.8,15.2,75
21K090,2007,242,7.9,23.6,55.4,13.2,68.6
21K090,2008,213,7,18.8,54.9,19.2,74.2
21K090,2009,224,1.3,15.2,57.6,25.9,83.5
21K090,2010,216,10.6,43.5,28.7,17.1,45.8
21K090,2011,219,7.3,35.2,40.2,17.4,57.5
21K095,2006,513,9.7,21.4,47,21.8,68.8
21K095,2007,502,6.2,18.9,48.2,26.7,74.9
21K095,2008,527,6.1,14.8,51.2,27.9,79.1
21K095,2009,545,3.7,13.4,56.7,26.2,82.9
21K095,2010,547,10.2,35.5,32.4,21.9,54.3
21K095,2011,519,8.3,33.7,36.6,21.4,58
21K096,2006,1269,20.1,35.1,38.1,6.7,44.8
21K096,2007,1162,15,30.4,45.8,8.9,54.6
21K096,2008,1059,7.9,23.5,50.1,18.4,68.6
21K096,2009,1069,3.6,17.5,58.7,20.2,78.9
21K096,2010,965,11.7,36.6,33.3,18.4,51.7
21K096,2011,802,9.5,33.7,36.2,20.7,56.9
21K097,2006,414,4.1,6.8,43.2,45.9,89.1
21K097,2007,390,3.1,5.4,41.8,49.7,91.5
21K097,2008,363,2.2,4.7,44.4,48.8,93.1
21K097,2009,379,0.5,4.7,48.3,46.4,94.7
21K097,2010,402,4,23.9,37.3,34.8,72.1
21K097,2011,362,2.2,19.6,44.8,33.4,78.2
21K098,2006,1010,1.7,11.9,55.3,31.1,86.4
21K098,2007,990,1,5.6,44.1,49.3,93.4
21K098,2008,969,0.6,3.9,41.4,54.1,95.5
21K098,2009,1033,0.5,2.4,37.3,59.8,97.1
21K098,2010,1088,1.8,6.5,27.2,64.4,91.6
21K098,2011,1196,0.3,5.9,30.2,63.7,93.9
21K099,2006,567,17.8,27.5,39.5,15.2,54.7
21K099,2007,564,9.9,27.3,41.5,21.3,62.8
21K099,2008,503,4,17.7,58.1,20.3,78.3
21K099,2009,460,0.7,8.3,56.5,34.6,91.1
21K099,2010,470,6.4,29.6,36.8,27.2,64
21K099,2011,458,4.4,26.9,38.6,30.1,68.8
21K100,2006,318,4.7,10.1,52.8,32.4,85.2
21K100,2007,328,4.3,9.5,52.4,33.8,86.3
21K100,2008,329,1.8,7,49.5,41.6,91.2
21K100,2009,315,0.3,4.8,42.2,52.7,94.9
21K100,2010,321,2.5,19,35.8,42.7,78.5
21K100,2011,345,2,15.7,49.9,32.5,82.3
21K101,2006,369,7,5.7,45.5,41.7,87.3
21K101,2007,373,5.4,7,41.6,46.1,87.7
21K101,2008,374,2.4,6.7,46.5,44.4,90.9
21K101,2009,388,0.8,3.4,41.8,54.1,95.9
21K101,2010,391,4.9,16.9,37.6,40.7,78.3
21K101,2011,406,4.4,14.8,43.1,37.7,80.8
21K121,2006,185,9.7,33,47,10.3,57.3
21K121,2007,151,4.6,21.9,51,22.5,73.5
21K121,2008,128,0.8,11.7,55.5,32,87.5
21K121,2009,126,0,3.2,50.8,46,96.8
21K121,2010,122,0.8,32,37.7,29.5,67.2
21K121,2011,130,2.3,17.7,47.7,32.3,80
21K128,2006,137,4.4,13.1,54,28.5,82.5
21K128,2007,132,5.3,10.6,54.5,29.5,84.1
21K128,2008,157,4.5,12.1,61.8,21.7,83.4
21K128,2009,149,4,13.4,55,27.5,82.6
21K128,2010,165,9.1,33.9,37.6,19.4,57
21K128,2011,153,2.6,29.4,43.8,24.2,68
21K153,2006,279,3.2,7.5,52.7,36.6,89.2
21K153,2007,263,2.3,6.5,51.7,39.5,91.3
21K153,2008,267,2.6,13.5,56.2,27.7,83.9
21K153,2009,227,0.4,6.6,51.5,41.4,93
21K153,2010,236,3,26.7,33.9,36.4,70.3
21K153,2011,221,3.2,25.3,45.7,25.8,71.5
21K177,2006,391,4.1,10.2,45.8,39.9,85.7
21K177,2007,386,3.4,8,46.9,41.7,88.6
21K177,2008,404,2.2,7.2,53.7,36.9,90.6
21K177,2009,390,1,5.4,45.4,48.2,93.6
21K177,2010,401,4.7,20,38.4,36.9,75.3
21K177,2011,420,5.7,19.3,40.7,34.3,75
21K188,2006,346,14.7,24.6,45.4,15.3,60.7
21K188,2007,337,10.1,16.6,54.6,18.7,73.3
21K188,2008,317,2.8,16.1,62.5,18.6,81.1
21K188,2009,283,1.8,7.1,61.1,30,91.2
21K188,2010,266,14.3,36.5,32,17.3,49.2
21K188,2011,259,10.8,37.8,37.5,13.9,51.4
21K199,2006,230,1.3,5.2,50.9,42.6,93.5
21K199,2007,223,0.9,6.3,61.9,30.9,92.8
21K199,2008,224,2.7,4.5,51.8,41.1,92.9
21K199,2009,216,0.9,5.6,49.5,44,93.5
21K199,2010,228,6.1,20.6,30.7,42.5,73.2
21K199,2011,225,8.9,16.4,44.4,30.2,74.7
21K209,2006,409,6.6,23.2,45.5,24.7,70.2
21K209,2007,395,3.8,13.2,49.1,33.9,83
21K209,2008,417,3.6,11.5,51.1,33.8,84.9
21K209,2009,390,2.8,5.9,53.1,38.2,91.3
21K209,2010,444,7.9,24.3,39.6,28.2,67.8
21K209,2011,451,7.8,25.7,40.6,25.9,66.5
21K212,2006,296,7.8,17.9,44.6,29.7,74.3
21K212,2007,290,3.8,10.7,48.3,37.2,85.5
21K212,2008,262,3.4,8.8,47.3,40.5,87.8
21K212,2009,281,1.4,6.8,50.9,40.9,91.8
21K212,2010,267,6,25.8,36,32.2,68.2
21K212,2011,285,6,29.8,37.5,26.7,64.2
21K215,2006,351,4.3,9.7,43.3,42.7,86
21K215,2007,308,3.2,7.8,41.9,47.1,89
21K215,2008,300,3.7,5.3,43.7,47.3,91
21K215,2009,298,1.3,5,40.3,53.4,93.6
21K215,2010,312,5.4,21.8,35.9,36.9,72.8
21K215,2011,308,2.6,19.8,36.7,40.9,77.6
21K216,2006,208,5.3,9.1,56.3,29.3,85.6
