DBN,Year,Number Tested,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %
09X328,2006,369,54.5,37.1,8.4,0,8.4
09X328,2007,293,41,42.3,16.7,0,16.7
09X328,2008,256,22.3,46.5,29.7,1.6,31.3
09X328,2009,266,8.3,45.1,44,2.6,46.6
09X328,2010,251,22.7,53.4,21.5,2.4,23.9
09X328,2011,205,19,52.7,25.4,2.9,28.3
09X339,2006,836,50,40.4,9.3,0.2,9.6
09X339,2007,807,32.7,46.3,20.2,0.7,20.9
09X339,2008,798,14,39.1,42.9,4,46.9
09X339,2009,752,6.5,31.8,56.9,4.8,61.7
09X339,2010,731,26.1,54.7,16.4,2.7,19.2
09X339,2011,727,27.5,54.7,15.7,2.1,17.7
09X413,2007,87,5.7,23,58.6,12.6,71.3
09X413,2008,128,2.3,14.8,61.7,21.1,82.8
09X413,2010,146,13,34.2,34.2,18.5,52.7
09X413,2011,154,5.2,31.2,44.2,19.5,63.6
09X443,2011,113,28.3,60.2,10.6,0.9,11.5
09X454,2010,127,29.9,44.1,21.3,4.7,26
09X454,2011,240,10.8,41.3,40,7.9,47.9
09X457,2010,1,,,,,
09X457,2011,110,27.3,45.5,24.5,2.7,27.3
09X505,2006,140,17.1,42.1,39.3,1.4,40.7
09X505,2007,104,3.8,40.4,51,4.8,55.8
09X505,2008,131,2.3,14.5,80.2,3.1,83.2
09X505,2009,149,0,13.4,75.8,10.7,86.6
09X505,2010,87,5.7,42.5,37.9,13.8,51.7
09X505,2011,241,8.7,33.6,46.1,11.6,57.7
09X517,2006,145,13.1,31.7,50.3,4.8,55.2
09X517,2007,148,6.1,38.5,50.7,4.7,55.4
09X517,2008,155,9,38.1,49,3.9,52.9
09X517,2009,191,2.6,28.8,64.4,4.2,68.6
09X517,2010,216,20.4,52.8,22.2,4.6,26.9
09X517,2011,216,12.5,47.2,32.4,7.9,40.3
10X003,2006,386,20.2,32.1,41.7,6,47.7
10X003,2007,363,10.5,27.8,51,10.7,61.7
10X003,2008,321,9,19.3,56.7,15,71.7
10X003,2009,295,2,17.6,61,19.3,80.3
10X003,2010,277,6.9,35.7,39.4,18.1,57.4
10X003,2011,272,6.6,33.5,45.2,14.7,59.9
10X007,2006,576,15.6,30.6,44.1,9.7,53.8
10X007,2007,519,5.6,19.8,57.4,17.1,74.6
10X007,2008,478,7.1,16.7,60.9,15.3,76.2
10X007,2009,438,1.8,14.6,63.9,19.6,83.6
10X007,2010,390,12.1,43.6,29.7,14.6,44.4
10X007,2011,375,7.5,36.5,40.8,15.2,56
10X008,2006,607,16.1,28.7,39.7,15.5,55.2
10X008,2007,589,10.5,21.4,49.2,18.8,68.1
10X008,2008,541,5.2,15,59.9,20,79.9
10X008,2009,526,1.9,8.6,59.7,29.8,89.5
10X008,2010,561,7.5,32.6,37.8,22.1,59.9
10X008,2011,634,8.5,34.4,41.3,15.8,57.1
10X009,2006,482,13.7,32.2,46.1,8.1,54.1
10X009,2007,423,7.3,23.6,57.9,11.1,69
10X009,2008,403,5,16.6,63.5,14.9,78.4
10X009,2009,374,3.5,13.9,69.3,13.4,82.6
10X009,2010,355,14.6,54.6,25.4,5.4,30.7
10X009,2011,366,7.9,47.5,37.4,7.1,44.5
10X015,2006,421,11.2,23.8,56.3,8.8,65.1
10X015,2007,391,4.6,17.9,56.3,21.2,77.5
10X015,2008,387,1.6,12.9,57.4,28.2,85.5
10X015,2009,387,0.3,7.8,53.2,38.8,92
10X015,2010,360,3.6,24.4,37.2,34.7,71.9
10X015,2011,368,4.9,18.5,44.8,31.8,76.6
10X020,2006,917,15.8,36,39.7,8.5,48.2
10X020,2007,862,15.3,34.3,41.2,9.2,50.3
10X020,2008,786,7,24.7,52.9,15.4,68.3
10X020,2009,722,1.8,15.4,65.8,17,82.8
10X020,2010,656,8.8,42.8,33.7,14.6,48.3
10X020,2011,632,10.1,35.1,41.6,13.1,54.7
10X024,2006,354,2.8,5.9,53.7,37.6,91.2
10X024,2007,344,3.2,4.4,44.8,47.7,92.4
10X024,2008,342,2.3,6.1,49.1,42.4,91.5
10X024,2009,353,0.6,3.7,49.6,46.2,95.8
10X024,2010,370,3,22.7,41.1,33.2,74.3
10X024,2011,398,2,16.8,40.2,41,81.2
10X032,2006,433,10.2,21.2,54,14.5,68.6
10X032,2007,410,4.4,14.9,64.9,15.9,80.7
10X032,2008,422,2.4,10.9,71.8,14.9,86.7
10X032,2009,374,0.3,5.1,63.1,31.6,94.7
10X032,2010,369,0.3,18.2,53.9,27.6,81.6
10X032,2011,364,2.7,26.9,57.1,13.2,70.3
10X033,2006,538,18.4,33.3,39.6,8.7,48.3
10X033,2007,518,15.6,31.7,45,7.7,52.7
10X033,2008,477,8,27,56.6,8.4,65
10X033,2009,447,4.3,13.9,64,17.9,81.9
10X033,2010,456,14.5,43,32.5,10.1,42.5
10X033,2011,477,14.7,44.2,36.1,5,41.1
10X037,2006,375,17.6,37.1,37.9,7.5,45.3
10X037,2007,356,12.9,22.2,48.6,16.3,64.9
10X037,2008,373,8.3,17.7,58.4,15.5,74
10X037,2009,382,3.7,11.3,65.4,19.6,85.1
10X037,2010,393,9.4,39.9,34.4,16.3,50.6
10X037,2011,398,8.3,42,39.2,10.6,49.7
10X045,2006,1316,19.8,38.3,38.5,3.4,41.9
10X045,2007,1167,14.3,33.8,44.3,7.5,51.8
10X045,2008,1039,9.8,30.8,47.5,11.8,59.4
10X045,2009,1004,4.5,20.4,58.6,16.5,75.1
10X045,2010,996,16.2,40.9,28.5,14.5,43
10X045,2011,1008,13.3,43.6,31.7,11.4,43.2
10X046,2006,641,19.5,27.9,45.4,7.2,52.6
10X046,2007,626,8.5,24.4,57,10.1,67.1
10X046,2008,587,7.8,16,65.9,10.2,76.1
10X046,2009,587,2.9,16.5,63.4,17.2,80.6
10X046,2010,621,14.2,45.4,30.4,10,40.4
10X046,2011,634,15.9,44.6,32.2,7.3,39.4
10X051,2006,107,4.7,20.6,60.7,14,74.8
10X051,2007,118,2.5,19.5,62.7,15.3,78
10X051,2008,138,2.9,13,69.6,14.5,84.1
10X051,2009,155,2.6,11,58.1,28.4,86.5
10X051,2010,125,8,45.6,28,18.4,46.4
10X051,2011,123,4.9,41.5,43.1,10.6,53.7
10X054,2006,226,25.2,35.4,35.8,3.5,39.4
10X054,2007,193,13.5,34.2,46.1,6.2,52.3
10X054,2008,165,6.1,19.4,62.4,12.1,74.5
10X054,2009,165,1.8,13.9,71.5,12.7,84.2
10X054,2010,185,9.7,53.5,28.1,8.6,36.8
10X054,2011,207,13.5,50.2,32.9,3.4,36.2
10X056,2006,285,9.8,24.2,53.3,12.6,66
10X056,2007,282,10.3,19.1,49.3,21.3,70.6
10X056,2008,287,11.1,15,56.1,17.8,73.9
10X056,2009,311,6.8,14.1,51.4,27.7,79.1
10X056,2010,307,10.4,35.2,35.5,18.9,54.4
10X056,2011,326,8.3,33.4,40.2,18.1,58.3
10X059,2006,393,18.3,30,45.5,6.1,51.7
10X059,2007,368,9.8,24.7,54.9,10.6,65.5
10X059,2008,351,7.7,23.1,60.4,8.8,69.2
10X059,2009,361,5,12.5,66.2,16.3,82.5
10X059,2010,337,9.8,50.1,32,8,40.1
10X059,2011,326,6.7,44.8,40.8,7.7,48.5
10X079,2006,430,13.5,28.6,46.7,11.2,57.9
10X079,2007,449,12.9,24.9,49.7,12.5,62.1
10X079,2008,429,8.9,19.1,58.3,13.8,72
10X079,2009,408,5.6,10.8,64.2,19.4,83.6
10X079,2010,264,16.3,47.3,29.2,7.2,36.4
10X079,2011,128,14.1,46.1,36.7,3.1,39.8
10X080,2006,891,31.8,48.3,19.1,0.9,20
10X080,2007,719,25.3,45.9,27.1,1.7,28.8
10X080,2008,640,14.2,42.2,41.3,2.3,43.6
10X080,2009,654,9.3,34.6,51.7,4.4,56.1
10X080,2010,619,32,43.9,18.1,6,24.1
10X080,2011,648,26.1,46.8,22.8,4.3,27.2
10X081,2006,288,2.8,12.5,48.6,36.1,84.7
10X081,2007,299,2,10,55.2,32.8,88
10X081,2008,302,1,9.9,57.3,31.8,89.1
10X081,2009,326,0.9,5.2,57.4,36.5,93.9
10X081,2010,341,2.9,31.7,41.9,23.5,65.4
10X081,2011,324,4.3,31.8,38.9,25,63.9
10X085,2006,616,14.9,25.6,48.9,10.6,59.4
10X085,2007,562,9.8,23.8,54.1,12.3,66.4
10X085,2008,588,8.5,26.5,57,8,65
10X085,2009,623,5.1,20.2,66.6,8,74.6
10X085,2010,612,19,54.9,21.1,5.1,26.1
10X085,2011,586,21.3,54.4,21.7,2.6,24.2
10X086,2006,938,14.7,27.6,49.5,8.2,57.7
10X086,2007,938,7,25.2,56.2,11.6,67.8
10X086,2008,930,4.7,17.4,61,16.9,77.8
10X086,2009,937,2.5,11.5,60.4,25.6,86
10X086,2010,1000,5.4,36,37,21.6,58.6
10X086,2011,987,3.5,29.6,47.3,19.6,66.9
10X091,2006,383,10.7,23.5,53.8,12,65.8
10X091,2007,353,4.8,19.8,60.1,15.3,75.4
10X091,2008,344,4.7,17.2,65.4,12.8,78.2
10X091,2009,347,3.2,10.7,62.5,23.6,86.2
10X091,2010,361,14.7,42.1,30.5,12.7,43.2
10X091,2011,375,13.1,37.3,37.9,11.7,49.6
10X094,2006,475,13.7,27.4,45.5,13.5,58.9
10X094,2007,470,14.5,24.5,44,17,61.1
10X094,2008,470,9.1,17.2,57,16.6,73.6
10X094,2009,473,7.2,13.5,61.3,18,79.3
10X094,2010,446,11.2,50,28.7,10.1,38.8
10X094,2011,480,12.9,46.5,33.3,7.3,40.6
10X095,2006,1001,16.6,31.4,43.6,8.5,52
10X095,2007,923,9.2,25.5,48.5,16.8,65.3
10X095,2008,853,3.2,17.7,61.9,17.2,79.1
10X095,2009,854,2.1,12.1,60.3,25.5,85.8
10X095,2010,840,9.2,35.8,36.2,18.8,55
10X095,2011,813,7.5,41.1,38.3,13.2,51.4
10X118,2006,1224,22.5,28.7,41,7.8,48.9
10X118,2007,1198,15.8,32.3,42.2,9.8,51.9
10X118,2008,1109,8.6,26.4,48.4,16.6,65
10X118,2009,1138,4.2,22.1,54,19.6,73.6
10X118,2010,1113,10.6,31.4,36.2,21.8,58
10X118,2011,1123,8,30.4,41.4,20.2,61.6
10X141,2006,654,13.5,32,44.8,9.8,54.6
10X141,2007,666,10.1,31.5,43.5,14.9,58.4
10X141,2008,641,3.9,20.1,56,20,76
10X141,2009,686,2.3,15.5,56.1,26.1,82.2
10X141,2010,647,7.7,39.7,27.7,24.9,52.6
10X141,2011,675,8.1,30.2,33.8,27.9,61.6
10X159,2006,98,7.1,24.5,59.2,9.2,68.4
10X159,2007,100,8,23,56,13,69
10X159,2008,101,0,16.8,68.3,14.9,83.2
10X159,2009,89,0,4.5,61.8,33.7,95.5
10X159,2010,81,2.5,43.2,28.4,25.9,54.3
10X159,2011,85,8.2,42.4,41.2,8.2,49.4
10X205,2006,487,7.8,21.4,50.1,20.7,70.8
10X205,2007,461,3,16.5,58.1,22.3,80.5
10X205,2008,457,0.9,10.5,63,25.6,88.6
10X205,2009,459,0.2,5.4,59.7,34.6,94.3
10X205,2010,469,0.6,23.7,41.4,34.3,75.7
10X205,2011,480,1.7,29,51.9,17.5,69.4
10X206,2006,473,23.9,40.6,33.6,1.9,35.5
10X206,2007,407,20.6,34.6,40,4.7,44.7
10X206,2008,392,8.9,29.6,52.3,9.2,61.5
10X206,2009,360,3.3,14.2,66.9,15.6,82.5
10X206,2010,393,12.5,44.8,30.8,12,42.7
10X206,2011,383,13.8,43.9,36.3,6,42.3
10X225,2006,305,6.2,45.2,45.9,2.6,48.5
10X225,2007,283,7.4,35.7,55.8,1.1,56.9
10X225,2008,229,0.9,42.4,54.1,2.6,56.8
10X225,2009,212,1.9,16,70.8,11.3,82.1
10X225,2010,202,4.5,44.1,38.1,13.4,51.5
10X225,2011,201,7,51.2,31.8,10,41.8
10X226,2006,178,17.4,34.8,45.5,2.2,47.8
10X226,2007,164,6.7,26.8,59.8,6.7,66.5
10X226,2008,166,6.6,19.3,66.9,7.2,74.1
10X226,2009,141,1.4,8.5,71.6,18.4,90.1
10X226,2010,121,11.6,43,33.9,11.6,45.5
10X226,2011,138,18.8,48.6,29.7,2.9,32.6
10X228,2006,143,19.6,56.6,23.8,0,23.8
10X228,2007,132,12.1,50.8,37.1,0,37.1
10X228,2008,138,5.8,23.9,65.9,4.3,70.3
10X228,2009,147,0.7,14.3,71.4,13.6,85
10X228,2010,188,3.2,33.5,47.9,15.4,63.3
10X228,2011,227,2.6,40.5,43.6,13.2,56.8
10X243,2006,120,18.3,50.8,30,0.8,30.8
10X243,2007,163,8,46,41.7,4.3,46
10X243,2008,181,8.3,38.1,48.6,5,53.6
10X243,2009,215,4.2,22.8,64.2,8.8,73
10X243,2010,221,6.3,54.3,30.8,8.6,39.4
10X243,2011,251,6.8,44.6,39.8,8.8,48.6
10X244,2006,391,38.6,41.9,18.4,1,19.4
10X244,2007,673,22.7,52.6,22.7,1.9,24.7
10X244,2008,708,11.3,41.2,45.2,2.3,47.5
10X244,2009,732,3.7,23.9,65.7,6.7,72.4
10X244,2010,748,18.3,46.7,28.3,6.7,35
10X244,2011,666,9.9,35.4,41.1,13.5,54.7
10X246,2006,515,20.2,33.8,40.6,5.4,46
10X246,2007,472,12.7,32.6,46.6,8.1,54.7
10X246,2008,489,9.6,21.5,63.4,5.5,68.9
10X246,2009,469,1.7,16.6,67,14.7,81.7
10X246,2010,456,8.8,49.6,30.7,11,41.7
10X246,2011,357,8.4,44.3,39.5,7.8,47.3
10X254,2006,509,25.3,45,26.5,3.1,29.7
10X254,2007,466,20.4,38.6,36.3,4.7,41
10X254,2008,446,9.2,28.5,54,8.3,62.3
10X254,2009,474,4.4,23.8,61.2,10.5,71.7
10X254,2010,434,12.4,41.2,28.3,18,46.3
10X254,2011,440,18,40.2,34.5,7.3,41.8
10X279,2006,769,20,36.3,36.8,6.9,43.7
10X279,2007,729,8.2,27.4,53.8,10.6,64.3
10X279,2008,679,7.7,24.3,55.5,12.5,68
10X279,2009,637,3.5,15.4,65.5,15.7,81.2
10X279,2010,655,15.3,44.7,30.7,9.3,40
10X279,2011,647,15.8,41.3,33.4,9.6,43
10X280,2006,429,4,18.6,57.3,20,77.4
10X280,2007,493,2.2,16.4,52.9,28.4,81.3
10X280,2008,526,1.3,10.5,59.1,29.1,88.2
10X280,2009,539,1.1,8.2,59.9,30.8,90.7
10X280,2010,542,5.4,33.2,38,23.4,61.4
10X280,2011,558,4.5,32.1,47.7,15.8,63.4
10X291,2006,227,10.1,15.9,52,22,74
10X291,2007,218,6.9,12.8,62.4,17.9,80.3
10X291,2008,211,6.2,5.7,64.9,23.2,88.2
10X291,2009,218,0.9,6.4,57.3,35.3,92.7
10X291,2010,209,1.4,33.5,42.6,22.5,65.1
10X291,2011,204,8.3,32.8,40.2,18.6,58.8
10X306,2006,560,25,40.5,30.5,3.9,34.5
10X306,2007,357,12,23.8,52.7,11.5,64.1
10X306,2008,328,7.3,14.9,68.9,8.8,77.7
10X306,2009,351,4.3,12.5,63.2,19.9,83.2
10X306,2010,350,12.6,58.3,23.7,5.4,29.1
10X306,2011,365,10.1,49.3,34.5,6,40.5
10X307,2006,23,4.3,4.3,65.2,26.1,91.3
10X307,2007,56,0,10.7,42.9,46.4,89.3
10X307,2008,93,0,8.6,63.4,28,91.4
10X307,2009,105,1,3.8,53.3,41.9,95.2
10X307,2010,104,1.9,20.2,49,28.8,77.9
10X307,2011,104,0,14.4,59.6,26,85.6
10X308,2006,289,19,54,27,0,27
10X308,2007,265,11.3,43.8,41.9,3,44.9
10X308,2008,281,6.8,28.8,58,6.4,64.4
10X308,2009,293,4.1,23.2,65.5,7.2,72.7
10X308,2010,259,12.7,55.6,22.4,9.3,31.7
10X308,2011,262,13,53.1,26.7,7.3,34
10X310,2006,407,17,27.8,46.7,8.6,55.3
10X310,2007,372,9.1,19.1,54.8,16.9,71.8
10X310,2008,358,9.5,19.8,61.7,8.9,70.7
10X310,2009,341,3.2,11.7,63.3,21.7,85
10X310,2010,330,7.6,34.2,38.8,19.4,58.2
10X310,2011,315,10.2,37.1,42.9,9.8,52.7
10X315,2006,160,16.9,25,51.3,6.9,58.1
10X315,2007,146,8.2,25.3,58.9,7.5,66.4
10X315,2008,153,6.5,13.7,64.1,15.7,79.7
10X315,2009,154,3.2,11,57.1,28.6,85.7
10X315,2010,146,6.8,32.9,33.6,26.7,60.3
10X315,2011,146,7.5,23.3,44.5,24.7,69.2
10X331,2006,350,26.6,43.7,28,1.7,29.7
10X331,2007,468,12.6,43.2,40.8,3.4,44.2
10X331,2008,444,8.3,28.6,56.1,7,63.1
10X331,2009,368,3.5,22.8,65.8,7.9,73.6
10X331,2010,346,21.4,51.7,23.1,3.8,26.9
10X331,2011,335,14.3,51.3,29.3,5.1,34.3
10X340,2006,261,5.4,22.6,55.6,16.5,72
10X340,2007,264,4.2,15.9,61.7,18.2,79.9
10X340,2008,247,1.6,15.4,68,15,83
10X340,2009,248,2,13.3,67.7,16.9,84.7
10X340,2010,257,7,42.4,38.5,12.1,50.6
10X340,2011,270,5.6,45.2,40.4,8.9,49.3
10X342,2007,110,39.1,41.8,19.1,0,19.1
10X342,2008,109,10.1,45,43.1,1.8,45
10X342,2009,110,2.7,20.9,74.5,1.8,76.4
10X342,2010,145,37.2,52.4,10.3,0,10.3
10X342,2011,159,22,47.8,24.5,5.7,30.2
10X344,2009,14,0,7.1,50,42.9,92.9
10X344,2010,55,3.6,25.5,38.2,32.7,70.9
10X344,2011,73,1.4,26,46.6,26,72.6
10X360,2006,263,15.6,32.7,46,5.7,51.7
10X360,2007,283,9.2,29,55.1,6.7,61.8
10X360,2008,286,5.9,29.4,58.7,5.9,64.7
10X360,2009,276,2.9,19.6,68.1,9.4,77.5
10X360,2010,281,11.4,45.2,29.9,13.5,43.4
10X360,2011,272,11,45.6,36,7.4,43.4
10X363,2011,163,31.9,55.2,12.3,0.6,12.9
10X368,2006,576,22.6,42.4,31.9,3.1,35.1
10X368,2007,522,15.3,39.3,39.3,6.1,45.4
10X368,2008,457,3.7,28.2,57.5,10.5,68.1
10X368,2009,483,1.9,18.6,66.3,13.3,79.5
10X368,2010,543,7.2,40.9,34.8,17.1,51.9
10X368,2011,562,7.7,42.5,35.9,13.9,49.8
10X382,2010,96,21.9,36.5,30.2,11.5,41.7
10X382,2011,168,14.3,45.2,35.1,5.4,40.5
10X386,2010,85,32.9,45.9,18.8,2.4,21.2
10X386,2011,151,20.5,41.1,32.5,6,38.4
10X390,2006,636,31.6,41.8,25.2,1.4,26.6
10X390,2007,549,16.2,49.4,33.9,0.5,34.4
10X390,2008,504,7.7,38.1,51.2,3,54.2
10X390,2009,492,5.1,27.4,62.6,4.9,67.5
10X390,2010,527,16.5,51.8,24.3,7.4,31.7
10X390,2011,508,13.8,50,30.1,6.1,36.2
10X391,2006,830,45.8,41.3,12.7,0.2,12.9
10X391,2007,778,29.3,45.9,23.7,1.2,24.8
10X391,2008,712,19.9,45.9,31.3,2.8,34.1
10X391,2009,701,7.3,39.4,48.6,4.7,53.4
10X391,2010,657,28,51.4,15.5,5,20.5
10X391,2011,607,22.7,54.4,20.3,2.6,22.9
10X396,2006,114,20.2,21.1,48.2,10.5,58.8
10X396,2007,94,16,18.1,53.2,12.8,66
10X396,2008,88,11.4,17,60.2,11.4,71.6
10X396,2009,91,0,13.2,69.2,17.6,86.8
10X396,2010,84,2.4,23.8,48.8,25,73.8
10X396,2011,71,7,33.8,42.3,16.9,59.2
10X399,2006,738,47.4,41.1,11.4,0.1,11.5
10X399,2007,733,34.5,46.4,18.1,1,19.1
10X399,2008,713,20.3,45.6,33.1,1,34.1
10X399,2009,682,9.4,41.1,47.4,2.2,49.6
10X399,2010,436,31.2,49.8,16.3,2.8,19
10X399,2011,237,33.3,50.6,13.5,2.5,16
10X447,2010,139,10.1,44.6,30.2,15.1,45.3
10X447,2011,244,12.3,52.9,30.7,4.1,34.8
10X459,2010,114,36.8,47.4,15.8,0,15.8
10X459,2011,211,11.4,45,38.9,4.7,43.6
11X016,2006,343,9.6,20.4,52.2,17.8,70
11X016,2007,325,6.5,22.5,57.5,13.5,71.1
11X016,2008,287,5.6,10.5,67.6,16.4,84
11X016,2009,295,3.1,8.1,67.1,21.7,88.8
11X016,2010,312,9,43.3,37.5,10.3,47.8
11X016,2011,304,9.9,41.4,38.5,10.2,48.7
11X019,2006,303,1.3,12.9,58.7,27.1,85.8
11X019,2007,326,0.9,9.5,60.1,29.4,89.6
11X019,2008,339,0.3,5.6,60.2,33.9,94.1
11X019,2009,360,0,4.2,68.3,27.5,95.8
11X019,2010,382,2.9,28.3,44,24.9,68.8
11X019,2011,352,3.1,18.8,47.2,31,78.1
11X021,2006,427,12.4,29.5,48.9,9.1,58.1
11X021,2007,375,6.4,25.1,59.2,9.3,68.5
11X021,2008,391,4.9,16.9,65.5,12.8,78.3
11X021,2009,424,4.2,19.8,63.4,12.5,75.9
11X021,2010,434,14.5,48.8,28.3,8.3,36.6
11X021,2011,436,17.4,42.2,32.1,8.3,40.4
11X041,2006,457,9.4,22.8,56.5,11.4,67.8
11X041,2007,485,8.5,23.1,55.7,12.8,68.5
11X041,2008,419,4.5,13.1,65.4,16.9,82.3
11X041,2009,446,2.2,9.2,60.5,28,88.6
11X041,2010,444,3.6,34.7,42.1,19.6,61.7
11X041,2011,466,7.5,36.3,42.1,14.2,56.2
11X068,2006,396,9.1,22.7,53,15.2,68.2
11X068,2007,434,7.4,16.8,61.8,14.1,75.8
11X068,2008,451,5.3,15.1,64.5,15.1,79.6
11X068,2009,405,1.7,10.6,68.6,19,87.7
11X068,2010,389,8.7,46.3,33.9,11.1,45
11X068,2011,381,8.9,42.3,39.9,8.9,48.8
11X076,2006,512,4.1,18.6,55.5,21.9,77.3
11X076,2007,522,1.1,13,59.8,26.1,85.8
11X076,2008,553,0.9,7.2,65.8,26,91.9
11X076,2009,570,1.1,4.6,61.1,33.3,94.4
11X076,2010,604,3.8,32.5,42.7,21,63.7
11X076,2011,580,4.1,36,48.4,11.4,59.8
11X078,2006,391,11.8,25.3,51.9,11,62.9
11X078,2007,397,13.1,25.7,48.9,12.3,61.2
11X078,2008,400,6,24.5,59.8,9.8,69.5
11X078,2009,390,6.7,16.9,61.3,15.1,76.4
11X078,2010,388,17,45.6,27.6,9.8,37.4
11X078,2011,367,15,43.9,33,8.2,41.1
11X083,2006,1141,11.1,28.6,49,11.3,60.3
11X083,2007,1146,5.5,23.4,53.3,17.8,71.1
11X083,2008,1155,3.1,14.6,59.2,23,82.3
11X083,2009,1137,1.5,9.5,58.7,30.3,89
11X083,2010,1155,6.2,33.7,37.6,22.5,60.1
11X083,2011,1206,5.5,27.9,41.7,25,66.7
11X087,2006,299,15.1,26.1,50.2,8.7,58.9
11X087,2007,286,8.4,23.8,58.4,9.4,67.8
11X087,2008,258,6.2,19.4,64.7,9.7,74.4
11X087,2009,268,1.9,13.4,67.2,17.5,84.7
11X087,2010,294,13.6,45.9,32.7,7.8,40.5
11X087,2011,283,11.7,41.3,39.6,7.4,47
11X089,2006,1028,13.9,32.2,46.9,7,53.9
11X089,2007,920,8.2,26.7,51.1,14,65.1
11X089,2008,873,6.1,21.5,61.7,10.7,72.4
11X089,2009,883,2.8,17.4,65.7,14,79.7
11X089,2010,823,10.9,45.6,32.1,11.4,43.5
11X089,2011,852,12.1,39.4,39.4,9,48.5
11X096,2006,519,9.1,13.7,55.9,21.4,77.3
11X096,2007,478,7.9,13.4,52.9,25.7,78.7
11X096,2008,487,2.9,7.4,57.9,31.8,89.7
11X096,2009,484,0.8,6.4,53.7,39,92.8
11X096,2010,503,2.8,24.9,39.2,33.2,72.4
11X096,2011,493,2.8,25.4,48.7,23.1,71.8
11X097,2006,353,9.9,19.8,51.8,18.4,70.3
11X097,2007,336,6.5,14.6,52.7,26.2,78.9
11X097,2008,347,4.6,12.4,63.4,19.6,83
11X097,2009,336,3.9,10.7,59.5,25.9,85.4
11X097,2010,331,8.2,32.9,36,23,58.9
11X097,2011,346,6.6,29.8,42.5,21.1,63.6
11X103,2006,556,15.6,28.2,50,6.1,56.1
11X103,2007,574,9.1,23.3,58.9,8.7,67.6
11X103,2008,536,5.4,19.6,65.1,9.9,75
11X103,2009,541,5.9,13.3,66.7,14,80.8
11X103,2010,572,12.1,46,31.8,10.1,42
11X103,2011,571,12.4,42.2,37.1,8.2,45.4
11X105,2006,704,5.1,21,55.3,18.6,73.9
11X105,2007,720,4.2,19.2,59,17.6,76.7
11X105,2008,714,3.8,13.3,64.8,18.1,82.9
11X105,2009,718,1.9,8.4,63.8,25.9,89.7
11X105,2010,672,6.8,38.7,38.5,15.9,54.5
11X105,2011,726,7.4,39.9,41.3,11.3,52.6
11X106,2006,405,4,14.1,57.3,24.7,82
11X106,2007,376,6.1,11.7,49.5,32.7,82.2
11X106,2008,606,4,12.4,57.4,26.2,83.7
11X106,2009,600,2.8,8.8,57,31.3,88.3
11X106,2010,579,5.7,31.6,37.1,25.6,62.7
11X106,2011,542,3.1,28.4,46.5,22,68.5
11X108,2006,273,4.4,12.5,49.5,33.7,83.2
11X108,2007,269,3.7,13.4,50.2,32.7,82.9
11X108,2008,242,2.5,11.6,58.7,27.3,86
11X108,2009,270,1.5,7,56.3,35.2,91.5
11X108,2010,287,5.6,28.2,40.4,25.8,66.2
11X108,2011,294,6.1,25.5,45.2,23.1,68.4
11X111,2006,397,12.1,28.2,52.6,7.1,59.7
11X111,2007,303,5.6,21.1,59.7,13.5,73.3
11X111,2008,296,3.4,21.3,62.5,12.8,75.3
11X111,2009,320,3.4,16.3,62.2,18.1,80.3
11X111,2010,326,14.7,46.9,31.3,7.1,38.3
11X111,2011,316,18.4,44.3,32,5.4,37.3
11X112,2006,307,21.5,28.3,43.6,6.5,50.2
11X112,2007,297,11.8,24.9,54.9,8.4,63.3
11X112,2008,267,3.7,16.5,73.8,6,79.8
11X112,2009,252,2,11.9,72.2,13.9,86.1
11X112,2010,256,2.7,52.7,38.7,5.9,44.5
11X112,2011,255,13.3,59.2,25.5,2,27.5
11X121,2006,402,7,20.9,53.7,18.4,72.1
11X121,2007,398,3.5,15.6,49.5,31.4,80.9
11X121,2008,392,2,12.2,68.6,17.1,85.7
11X121,2009,386,0.5,9.3,64.2,25.9,90.2
11X121,2010,405,4.9,49.6,32.6,12.8,45.4
11X121,2011,452,6.4,42,38.3,13.3,51.5
11X127,2006,867,20.5,37.6,36.7,5.2,41.9
11X127,2007,815,18.8,34.4,38.4,8.5,46.9
11X127,2008,635,10.2,29.8,50.2,9.8,60
11X127,2009,701,4,26,56.5,13.6,70
11X127,2010,719,19.6,44.4,22.8,13.2,36
11X127,2011,702,16.2,42.5,28.6,12.7,41.3
11X142,2006,1069,27.4,48.5,22.3,1.9,24.1
11X142,2007,1044,22.6,42.5,32.3,2.6,34.9
11X142,2008,1039,12.8,39.8,43.5,3.8,47.4
11X142,2009,1008,6.3,37.5,52.4,3.8,56.2
11X142,2010,932,25.4,54.1,17.1,3.4,20.5
11X142,2011,792,26.8,48.6,21.5,3.2,24.6
11X144,2006,1302,28.4,42.5,27.3,1.8,29.1
11X144,2007,1133,18.7,41.9,35.2,4.1,39.4
11X144,2008,1024,9.5,36.5,48,6,54
11X144,2009,1050,4.8,32.8,56.4,6.1,62.5
11X144,2010,1027,19.2,52,23.2,5.6,28.8
11X144,2011,924,17.7,51.4,25,5.8,30.8
11X153,2006,261,9.6,13,56.7,20.7,77.4
11X153,2007,255,6.7,12.9,45.9,34.5,80.4
11X153,2008,316,5.4,14.6,47.8,32.3,80.1
11X153,2009,316,0.6,8.9,51.3,39.2,90.5
11X153,2010,308,6.5,28.2,41.2,24,65.3
