DBN,Year,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %,Total Grads - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
12X129,2005,567,12.2,19.9,0.2,37.2,61,0.7,53.3,46.7,,,,,,,,
12X129,2006,515,11.8,22.9,0.4,34.4,63.9,0.6,53,47,32.5,44.8,20.8,1.9,22.7,,,
12X129,2007,476,14.5,21.8,0.6,33.4,64.5,0.6,52.7,47.3,27.6,41.7,28.4,2.3,30.7,,,
12X129,2008,522,13.8,21.1,1.3,35.4,62.8,0.2,51.9,48.1,11.6,36.8,43,8.6,51.6,,,
12X129,2009,576,15.8,19.1,1.4,35.2,63,0,51.4,48.6,3.8,28.4,54.6,13.2,67.8,,,
12X129,2010,575,18.8,19.1,1.6,32.3,64.3,1.4,53.7,46.3,17.9,44.5,26.5,11.1,37.6,,,
18K566,2007,73,5.5,15.1,4.1,84.9,11,0,63,37,,,,,,,,
12X129,2011,560,16.2,20.5,1.6,29.5,67.1,1.6,54.1,45.9,14,39.9,34.7,11.4,46.1,,,
12X134,2005,747,11.4,13.1,0.3,47.5,51.5,0.4,49.7,50.3,,,,,,,,
12X134,2006,602,11.5,14.5,0.2,48.8,50.5,0.3,51.2,48.8,16.5,30.1,47.5,5.9,53.4,,,
12X134,2007,659,12.6,15.6,0.2,46.1,53.4,0.2,51.7,48.3,16,25.2,46.8,12,58.8,,,
12X134,2008,666,11.9,17.1,0.2,44.4,54.5,0.2,50.9,49.1,9.9,22.3,52.8,14.9,67.7,,,
12X134,2009,674,11.9,16.6,0.3,45.1,54,0.4,51.6,48.4,5.5,14.3,61.8,18.4,80.2,,,
12X134,2010,681,10.9,15.4,0.1,44.1,50.7,4.6,51.8,48.2,15.9,44.8,26.9,12.4,39.3,,,
12X134,2011,680,13.1,11.5,0.4,47.1,48.7,3.7,49.7,50.3,13.9,39.7,38.2,8.2,46.4,,,
12X150,2005,864,19.3,14.9,0.1,17.8,79.7,0.6,48.6,51.4,,,,,,,,
12X150,2006,711,21.2,15.5,0.7,15.6,81.6,0.7,50.6,49.4,12.3,23.2,54.6,9.9,64.5,,,
12X150,2007,726,26.3,13.6,1.1,20,78.1,0.6,51.2,48.8,6.2,17.7,53.4,22.7,76.1,,,
12X150,2008,769,24.7,17,0.5,19.1,79.5,0.3,51.5,48.5,6.9,10.4,61.2,21.5,82.7,,,
12X150,2009,811,25.3,17.1,0.5,18.2,79.3,0.2,52.7,47.3,4.8,7.5,64.8,23,87.8,,,
12X150,2010,905,24.8,15.6,1.1,19.1,76.6,1.7,53.1,46.9,10.9,35.8,38.3,15,53.3,,,
12X150,2011,914,24.4,13.7,0.8,21.4,75.6,1.8,52.7,47.3,11.4,41.3,35.7,11.6,47.3,,,
12X158,2005,488,13.7,23.2,0.4,42.6,55.9,0.4,48,52,,,,,,,,
12X158,2006,212,17.5,25.9,0,41.5,58.5,0,46.7,53.3,,,,,,,,
12X158,2007,3,33.3,0,0,33.3,66.7,0,66.7,33.3,,,,,,,,
12X190,2005,258,5.4,16.7,0.4,29.1,69.8,0,46.1,53.9,,,,,,,,
12X190,2006,263,4.6,25.5,0.4,28.1,70.3,0,47.9,52.1,17.5,44.4,36.2,1.9,38.1,,,
12X190,2007,238,10.5,28.6,0.8,31.9,66.8,0,47.5,52.5,12.3,40.7,44.5,2.5,47,,,
12X190,2008,234,8.5,26.9,0.4,29.5,69.2,0.9,54.3,45.7,4,37.5,53.6,4.9,58.5,,,
12X190,2009,241,11.2,20.3,0,34.4,65.6,0,51,49,3.7,24.2,65.3,6.8,72.1,,,
12X190,2010,250,12,17.6,0.4,29.6,70,0,57.2,42.8,12.4,58.2,24.9,4.4,29.3,,,
12X190,2011,246,10.6,18.7,0.4,27.6,71.1,0.4,55.7,44.3,10.5,53.6,26.6,9.3,35.9,,,
12X191,2005,1,,0,0,100,0,0,100,0,,,,,,,,
12X195,2005,406,17.7,15,4.4,21.4,72.7,0.7,54.4,45.6,,,,,,,,
12X195,2006,379,20.6,16.9,3.7,24.8,70.4,0.8,54.1,45.9,18.3,21.8,47.1,12.8,59.9,,,
12X195,2007,483,20.5,15.1,2.3,23.4,73.7,0.4,52.4,47.6,13.5,18.7,51.7,16.1,67.8,,,
12X195,2008,474,22.8,17.1,1.5,22.2,75.5,0.2,48.7,51.3,10.1,19.9,57.8,12.1,69.9,,,
12X195,2009,460,25.2,18,2,23,74.1,0.4,45.2,54.8,4.2,16.9,67.4,11.6,78.9,,,
12X195,2010,781,23.9,11.9,3.1,22.4,73.9,0.4,48.8,51.2,13.9,50.9,27.2,8,35.2,,,
12X195,2011,802,24.3,12.1,3.6,21.3,74.3,0.1,48.4,51.6,7.4,52.2,33.6,6.8,40.4,,,
12X196,2005,402,16.4,14.9,3.2,29.9,65.4,0.2,53.2,46.8,,,,,,,,
12X196,2006,382,12.6,16.5,2.6,25.9,69.1,1.6,54.5,45.5,6.5,22.1,58,13.4,71.4,,,
12X196,2007,486,15.4,17.7,1.6,26.5,69.1,1.4,53.5,46.5,3.2,13.8,55.1,27.9,83,,,
12X196,2008,506,15.4,20.2,2,23.3,73.1,0.4,49.6,50.4,3.3,12.1,64.5,20.1,84.6,,,
12X196,2009,487,20.5,18.5,2.3,24.2,71.9,0.6,48.3,51.7,0.3,5.8,63.5,30.4,93.9,,,
12X196,2010,789,25.3,13.7,3,22.6,73.1,0.6,48.8,51.2,5.1,40.5,37.5,16.8,54.4,,,
12X196,2011,796,25.4,13.2,2.4,20.7,74.5,1,49,51,8.7,42.6,38.7,10.1,48.7,,,
12X197,2005,551,17.1,11.4,0.5,21.4,75.7,0.7,50.6,49.4,,,,,,,,
12X197,2006,586,19.3,9.2,1,25.3,72,0.7,48.6,51.4,,,,,,,,
12X197,2007,544,26.5,10.3,2.8,21.9,74.1,0.9,45,55,,,,,,,,
12X197,2008,573,26,10.5,2.4,21.5,75,0.7,47.8,52.2,,,,,,,,
12X197,2009,606,27.4,11.1,3.1,19.3,76.7,0.2,46.7,53.3,,,,,,,,
12X198,2005,512,12.1,27.5,0.8,38.5,59.8,0.4,51,49,,,,,,,,
12X198,2006,481,10.8,27.9,0,37.2,61.3,0.6,50.3,49.7,26.8,32.5,36,4.8,40.8,,,
12X198,2007,446,11.4,26,0,37.2,61.7,0.4,51.3,48.7,18.2,38.9,35.5,7.4,42.9,,,
12X198,2008,407,10.3,25.3,0.5,38.1,58.7,1,54.3,45.7,16.5,26.4,50.5,6.6,57.1,,,
12X198,2009,175,15.4,31.4,0,38.3,60.6,0,48.6,51.4,6.3,18.5,63.5,11.6,75.1,,,
12X198,2010,110,8.2,28.2,0,45.5,53.6,0,49.1,50.9,5,60.7,27.1,7.1,34.3,,,
12X198,2011,54,1.9,27.8,0,46.3,51.9,0,53.7,46.3,6.3,52.6,37.9,3.2,41.1,,,
12X211,2005,681,22,20.3,0.4,13.2,85.2,0.9,51.4,48.6,,,,,,,,
12X211,2006,693,23.2,19.9,0.6,12.1,86.9,0.4,52.1,47.9,19,34.7,41.8,4.5,46.3,,,
12X211,2007,671,30.8,22.2,0.4,11.8,87.5,0.3,49.6,50.4,10.8,35,46.5,7.7,54.2,,,
12X211,2008,699,28.5,25.6,0.4,14.2,84.8,0.4,48.6,51.4,8.6,24.6,61,5.8,66.7,,,
12X211,2009,699,31,24.3,0.4,13.9,84.7,0.4,47.4,52.6,8.6,20.6,60.5,10.3,70.8,,,
12X211,2010,681,32.9,19.4,0.4,13.4,85.8,0.4,48,52,14.2,43,34.8,8,42.8,,,
12X211,2011,675,31.4,18.4,1,12.4,86.1,0.4,50.7,49.3,16,45.1,30.2,8.6,38.8,,,
12X212,2005,478,16.5,9.8,2.9,32.2,60.3,3.1,47.3,52.7,,,,,,,,
12X212,2006,564,13.3,15.2,2,35.6,59.4,2.7,47.5,52.5,20.7,38.7,35.9,4.7,40.6,,,
12X212,2007,542,19.7,19,1.7,36.7,57.7,3.1,49.6,50.4,18.7,33.2,43.7,4.4,48.2,,,
12X212,2008,467,13.3,17.8,1.3,36.4,59.3,2.1,50.5,49.5,14,36.3,43.1,6.6,49.7,,,
12X212,2009,441,15.6,15.6,0.2,35.4,61.2,2,49.4,50.6,3.1,30.4,56.1,10.4,66.4,,,
12X212,2010,382,19.9,14.4,0,36.1,62,1.3,50.3,49.7,14.7,50,28.6,6.7,35.3,,,
12X212,2011,427,18.7,12.4,0,39.6,57.6,2.3,49.2,50.8,11,44.5,33,11.5,44.5,,,
12X214,2005,860,10.2,17.9,0.6,36.2,62.1,0.1,48.3,51.7,,,,,,,,
12X214,2006,837,8.5,17.2,0.5,32.7,65.2,0.5,48.1,51.9,22.4,31,40.2,6.4,46.6,,,
12X214,2007,848,11.3,19.9,0.7,30.9,66.3,0.6,50.1,49.9,13.5,36.5,39.8,10.2,50,,,
12X214,2008,816,8.7,19,1.2,30.9,66.1,0.5,49.6,50.4,9.7,27.5,49.6,13.2,62.8,,,
12X214,2009,865,9.2,16.9,2,29.8,65.1,0.9,47.6,52.4,7.8,22,52.6,17.5,70.1,,,
12X214,2010,924,10.4,17.7,0.2,27.3,67.5,2.4,48.9,51.1,11.8,40.9,29,18.3,47.3,,,
12X214,2011,973,10.4,16.4,0.5,26.6,68.4,2,52.4,47.6,11,31.2,36.5,21.3,57.8,,,
12X216,2005,516,24.6,16.5,3.5,22.7,71.5,0.6,51.9,48.1,,,,,,,,
12X216,2006,442,22.9,18.3,4.1,25.6,68.6,0.5,51.6,48.4,,,,,,,,
12X216,2007,372,26.3,27.7,2.2,24.2,72.3,0,54.6,45.4,,,,,,,,
12X216,2008,232,25,35.8,1.7,23.3,73.7,0,53.9,46.1,,,,,,,,
12X216,2009,135,31.9,31.1,2.2,23,74.1,0,54.1,45.9,,,,,,,,
12X217,2005,518,20.1,14.9,1.9,26.3,71,0.2,51.4,48.6,,,,,,,,
12X217,2006,438,16.9,16.2,2.5,24,72.1,0.2,51.6,48.4,23.7,46.4,26.5,3.4,29.9,,,
12X217,2007,349,19.5,23.5,2.9,24.6,70.8,0.6,50.4,49.6,15.9,38.9,39.7,5.5,45.2,,,
12X217,2008,382,19.6,26.2,2.1,22.8,74.3,0.3,50.5,49.5,14.7,38.5,44,2.8,46.8,,,
12X217,2009,352,20.5,26.1,2.8,25.6,70.5,0.3,54.5,45.5,9.7,30.4,53.7,6.3,59.9,,,
12X217,2010,341,14.7,22,4.1,24.6,68.6,0.3,52.5,47.5,16,49.8,28,6.2,34.2,,,
12X217,2011,324,16.7,21.3,4,23.8,69.8,0.3,50,50,16.2,50.5,29.4,4,33.3,,,
12X234,2005,1,,100,0,0,100,0,100,0,,,,,,,,
12X242,2005,74,6.8,10.8,1.4,29.7,67.6,0,55.4,44.6,,,,,,,,
12X242,2006,149,3.4,11.4,0,37.6,59.7,2.7,53.7,46.3,5.5,42.5,38.4,13.7,52.1,,,
12X242,2007,246,7.7,14.6,2.4,32.1,63.8,1.2,53.3,46.7,0.7,11.3,64.5,23.4,87.9,,,
12X242,2008,251,6.8,17.5,3.6,34.3,61.4,0.8,51.8,48.2,0.9,9.5,60.8,28.9,89.7,,,
12X242,2010,384,10.7,22.9,3.1,28.4,67.2,1,44.5,55.5,3,25.8,40.9,30.3,71.2,,,
12X242,2011,477,12.2,22,3.8,24.1,70.4,0.8,45.5,54.5,5.8,30,43,21.3,64.3,,,
12X245,2005,146,6.8,15.1,0.7,49.3,46.6,0.7,38.4,61.6,,,,,,,,
12X245,2006,285,9.1,10.5,0.4,47.7,50.5,0,44.9,55.1,37,42.6,18.5,1.9,20.4,,,
12X245,2007,429,11.7,15.9,0.9,46.2,51.5,0.5,45.2,54.8,22.7,57.1,19.3,0.8,20.2,,,
12X245,2008,479,12.5,16.3,0,45.7,53.7,0.4,45.9,54.1,7.8,58.1,33.5,0.6,34.1,,,
12X245,2009,453,13.2,20.1,0,47.2,52.3,0,46.8,53.2,6.2,59.9,32.8,1.1,33.9,54.1,32.4,10.8
12X245,2010,339,12.4,21.8,0.6,46.6,52.5,0.3,51.9,48.1,24.1,66.9,8.3,0.7,9,34.7,33.3,25
12X245,2011,191,11,23,1,45.5,53.4,0,48.2,51.8,34,55,10,1,11,,,
12X248,2005,107,13.1,8.4,2.8,45.8,48.6,0,49.5,50.5,,,,,,,,
12X248,2006,231,11.7,10.4,1.7,41.1,53.7,0.9,48.9,51.1,,,,,,,,
12X248,2007,312,16.7,11.2,0.6,34,64.4,0.3,47.4,52.6,,,,,,,,
12X248,2008,334,19.8,13.5,0.6,32.3,65.9,0.3,48.5,51.5,,,,,,,,
12X248,2009,327,20.8,18.7,0.3,29.1,69.7,0,48.6,51.4,,,,,,72.9,8.3,15.6
12X248,2010,324,23.8,19.1,2.2,21.6,75.3,0.9,50.3,49.7,,,,,,72.1,7.7,12.5
12X248,2011,339,21.8,20.9,1.8,24.2,72.9,0.9,54,46,,,,,,,,
12X251,2005,112,20.5,14.3,0.9,28.6,66.1,0.9,50.9,49.1,,,,,,,,
12X251,2006,218,11.9,9.6,0.9,29.4,66.1,0.9,45.4,54.6,,,,,,,,
12X251,2007,306,12.4,11.1,1,31.4,64.7,0.3,48.7,51.3,,,,,,,,
12X251,2008,354,11.3,15,0.8,30.5,67.2,1.1,47.7,52.3,,,,,,,,
12X251,2009,362,12.4,16.6,0.6,31.2,66.6,1.4,50.8,49.2,,,,,,59.3,8.6,22.2
12X251,2010,370,17.6,20.3,1.4,28.9,68.4,1.4,50.3,49.7,,,,,,79.7,1.4,17.4
12X251,2011,362,19.9,21.3,1.7,31.2,65.5,1.4,50.8,49.2,,,,,,,,
12X262,2005,215,6,7,1.4,49.8,44.7,0.9,22.8,77.2,,,,,,,,
12X262,2006,313,6.1,9.9,1.3,47.3,48.9,0.6,20.8,79.2,,,,,,,,
12X262,2007,391,5.9,13.6,1.8,48.8,47.6,0.8,24.3,75.7,,,,,,,,
12X262,2008,409,7.1,19.3,1.2,46,51.3,0.7,18.8,81.2,,,,,,44.4,37,18.5
12X262,2009,417,9.1,23,1,44.8,52,0.7,18.7,81.3,,,,,,55.8,24.4,19.8
12X262,2010,365,8.2,26,1.1,43.8,53.7,0.3,24.7,75.3,,,,,,49.6,26.5,18.6
12X262,2011,260,10,28.1,1.2,39.2,57.7,0.8,24.6,75.4,,,,,,,,
12X267,2005,119,2.5,1.7,2.5,41.2,55.5,0.8,42,58,,,,,,,,
12X267,2006,158,2.5,5.7,1.3,35.4,63.3,0,41.1,58.9,6,36.8,51.3,6,57.3,,,
12X267,2007,267,11.6,12.7,0.4,30.7,68.2,0,47.6,52.4,6.1,27.7,57.4,8.8,66.2,,,
12X267,2008,308,9.4,19.8,1.3,27.6,70.8,0,51.3,48.7,9.2,28.2,58,4.6,62.6,,,
12X267,2009,351,12.8,20.8,1.1,25.6,73.2,0,47.9,52.1,6.5,23.7,60.9,8.9,69.8,,,
12X267,2010,353,14.2,19.8,0.8,25.5,73.4,0.3,46.5,53.5,8.3,47.4,34.6,9.6,44.2,,,
12X267,2011,418,13.6,21.5,0.2,25.6,73.2,1,49.8,50.2,7.2,40.6,33.3,18.8,52.2,,,
12X271,2005,304,10.9,10.9,2,47.7,46.7,1.6,53,47,,,,,,,,
12X271,2006,487,13.1,14.4,1.6,38.2,58.3,1.6,56.9,43.1,20.1,50.4,27.3,2.2,29.5,,,
12X271,2007,611,13.4,16.7,1,36.3,61.4,1.3,54.5,45.5,15.1,49.2,32.4,3.4,35.7,,,
12X271,2008,620,10,20.8,1.6,33.4,63.5,1.5,54.4,45.6,9.2,42.7,46.6,1.5,48.1,70.1,17.9,11.9
12X271,2009,621,11.1,23.7,2.1,33.3,63.4,1,53.6,46.4,6.3,42.5,48.8,2.4,51.2,55,25,13.8
12X271,2010,629,11.3,21.8,2.7,30.7,65.8,0.5,52.5,47.5,17.4,53.3,24,5.4,29.3,67.6,17.6,12.2
12X271,2011,619,11.6,24.1,1.9,29.4,68.3,0.2,53,47,13.8,52.7,30.1,3.3,33.5,,,
12X273,2005,183,6,8.2,2.2,42.6,51.9,1.1,49.2,50.8,,,,,,,,
12X273,2006,269,4.5,11.9,1.9,40.5,55.4,1.1,49.4,50.6,9.4,31.1,53.9,5.6,59.4,,,
12X273,2007,263,7.6,18.3,0.8,38.4,58.2,1.1,47.1,52.9,4.7,27.6,55.1,12.6,67.7,,,
12X273,2008,247,7.7,19.8,0.4,40.1,57.5,1.6,49.4,50.6,1.2,18.2,61.6,19,80.6,,,
12X273,2009,263,8.7,21.3,0.4,37.3,60.8,1.1,49.8,50.2,1.3,11.7,69.7,17.3,87,,,
12X273,2010,261,7.3,20.7,0.4,39.5,59.4,0.8,49.8,50.2,8.9,46.8,26.4,17.9,44.3,,,
12X273,2011,250,7.2,22.8,0.8,29.6,68.4,1.2,51.6,48.4,6.8,43.6,36.8,12.8,49.6,,,
12X278,2005,186,5.9,12.4,1.1,25.3,64,7,50,50,,,,,,,,
12X278,2006,280,6.4,13.2,1.8,27.9,62.5,4.6,47.1,52.9,,,,,,,,
12X278,2007,324,9.6,13.9,0.9,28.1,66.4,2.5,46.9,53.1,,,,,,,,
12X278,2008,337,7.7,11.9,2.1,32.3,62,2.4,47.5,52.5,,,,,,60.2,34.9,4.8
12X278,2009,330,7.9,11.8,1.8,33.3,62.1,1.2,44.8,55.2,,,,,,54.8,12.9,32.3
12X278,2010,279,14,17.2,1.4,36.6,60.2,0.7,45.2,54.8,,,,,,51,30.2,15.6
12X278,2011,231,13.9,17.3,1.7,43.7,53.7,0.9,45,55,,,,,,,,
12X286,2005,170,12.4,15.9,0.6,25.3,73.5,0,48.8,51.2,,,,,,,,
12X286,2006,249,9.2,15.3,0.4,22.5,76.7,0,51,49,28.8,38,31.9,1.2,33.1,,,
12X286,2007,264,16.3,25.4,0.8,23.9,74.6,0.8,47.3,52.7,27,48.5,24.5,0,24.5,,,
12X286,2008,232,17.2,20.3,1.3,23.3,73.7,1.3,53.4,46.6,14.5,37.3,46.2,2,48.2,,,
12X286,2009,235,15.3,20.4,1.3,23.8,74.9,0,49.4,50.6,4,34.8,59,2.2,61.2,,,
12X286,2010,241,10.4,21.2,1.2,28.6,70.1,0,46.5,53.5,17,51.8,27.2,4,31.3,,,
12X286,2011,252,11.5,24.6,0,27,72.2,0.8,45.6,54.4,16.4,58.6,22.4,2.6,25,,,
12X300,2005,630,10.2,13.2,0.5,42.5,54.3,0.8,49.7,50.3,,,,,,,,
12X300,2006,602,16.4,14.3,1,43.5,52.7,1,49.2,50.8,21.2,28.8,45.3,4.7,50,,,
12X300,2007,644,19.6,16.3,0.6,41.8,55.6,0.8,50.2,49.8,11,25,52.2,11.8,64,,,
12X300,2008,637,18.5,15.7,0.6,42.9,55.4,0.2,48.7,51.3,9.4,23.2,60.3,7.1,67.3,,,
12X300,2009,594,23.1,17.2,0.7,41.4,56.1,0.5,49.2,50.8,5.8,21.5,64.2,8.5,72.7,,,
12X300,2010,599,20.4,17,0,38.7,60.8,0.5,51.8,48.2,21.6,50.6,22,5.9,27.8,,,
12X300,2011,609,19.4,19.2,0,38.6,60.3,1,52.5,47.5,23.7,50.8,22.9,2.6,25.6,,,
12X316,2005,135,3,3,5.2,46.7,47.4,0,37,63,,,,,,,,
12X316,2006,223,4.9,9.4,4,43.5,51.6,0.4,40.8,59.2,0,14.1,69.6,16.3,85.9,,,
12X316,2007,249,8,16.1,4.4,43,50.6,1.2,43.4,56.6,7.9,15.9,61.7,14.5,76.2,,,
12X316,2008,250,5.2,19.6,2.8,38.4,57.2,1.2,45.6,54.4,4.1,18.9,59.7,17.3,77,,,
12X316,2009,257,7.8,21.4,1.9,33.5,62.6,1.2,50.6,49.4,2.9,22,63.1,12,75.1,,,
12X316,2010,273,9.2,19.4,0.7,23.4,70,1.5,48.7,51.3,11.8,35.9,38,14.3,52.2,,,
12X316,2011,323,8.4,20.4,0.9,29.1,65.9,1.2,49.5,50.5,6.5,36.2,40,17.3,57.3,,,
12X318,2005,418,15.6,16,0.5,23,75.8,0.7,52.6,47.4,,,,,,,,
12X318,2006,424,10.4,19.8,1.7,32.1,65.1,0.7,53.8,46.2,27.8,49.5,22.5,0.3,22.7,,,
12X318,2007,373,12.6,18.2,1.3,35.7,61.4,1.1,53.9,46.1,27.3,46.4,25.6,0.8,26.3,,,
12X318,2008,360,12.5,20.8,1.1,34.4,63.6,0.3,51.1,48.9,12.8,39.3,44.2,3.7,47.9,,,
12X318,2009,379,17.2,23.7,1.1,30.9,67,0.3,52.2,47.8,8,30.9,55.6,5.6,61.1,,,
12X318,2010,378,16.7,26.7,0,30.2,68.8,1.1,56.1,43.9,21.4,55.8,19.1,3.8,22.8,,,
12X318,2011,385,15.8,26.2,0.3,33.5,65.2,1,53.2,46.8,17.9,42.7,35,4.3,39.3,,,
12X341,2005,151,8.6,6.6,2,43,54.3,0.7,50.3,49.7,,,,,,,,
12X341,2006,204,6.9,8.8,2.5,39.2,57.4,0,53.9,46.1,14.2,46.5,37.4,1.9,39.4,,,
12X341,2007,194,18.6,17,1.5,33,64.9,0,57.2,42.8,4.3,37.8,52.7,5.3,58,,,
12X341,2008,170,12.4,17.1,0,37.6,61.2,0.6,53.5,46.5,8,40.3,50,1.7,51.7,,,
12X341,2009,183,15.3,25.1,0,33.3,66.1,0,48.1,51.9,2.5,32.5,63.2,1.8,65,,,
12X341,2010,187,18.2,20.3,0.5,34.2,65.2,0,49.2,50.8,19.4,58.2,20.6,1.8,22.4,,,
12X341,2011,192,19.3,16.7,0.5,32.8,66.1,0,51.6,48.4,13.2,58.1,25.7,3,28.7,,,
12X372,2007,141,11.3,13.5,3.5,16.3,69.5,9.9,48.9,51.1,,,,,,,,
12X372,2008,264,11.4,15.5,6.8,18.6,66.7,7.2,48.9,51.1,5.4,29.5,57,8.1,65.1,,,
12X372,2009,282,10.3,16,6,19.1,67,6,50.7,49.3,3.3,26.6,63.1,6.9,70.1,,,
12X372,2010,317,9.5,16.7,6.3,23.7,66.2,3.8,50.5,49.5,17.3,53.6,25.4,3.6,29,,,
12X372,2011,398,10.3,17.3,5,23.9,67.8,3,52.5,47.5,12.1,50.9,33.2,3.7,36.9,,,
12X383,2008,61,11.5,24.6,0,39.3,60.7,0,52.5,47.5,,,,,,,,
12X383,2009,153,17.6,22.9,0.7,37.9,61.4,0,56.9,43.1,6.3,20.3,64.1,9.4,73.4,,,
12X383,2010,216,15.7,16.7,1.9,34.7,63.4,0,50,50,14.4,56.9,26.8,2,28.8,,,
12X383,2011,244,16.8,16.8,2,32.8,64.8,0.4,50,50,16.4,52.8,25.7,5.1,30.8,,,
12X384,2008,112,17,30.4,0.9,25,72.3,0,57.1,42.9,,,,,,,,
12X384,2009,204,24.5,28.4,1,22.1,75.5,0,54.4,45.6,12.5,31.7,54.8,1,55.8,,,
12X384,2010,344,34.9,22.4,0.9,16.3,81.4,0,49.4,50.6,26.1,50.7,20.8,2.4,23.2,,,
12X384,2011,341,36.4,17.9,1.2,12.6,85,0,51,49,25.6,53,19.5,1.8,21.3,,,
12X388,2008,93,100,0,0,0,100,0,49.5,50.5,,,,,,,,
12X388,2009,216,96.3,0,0.5,0,99.5,0,53.7,46.3,,,,,,,,
12X388,2010,337,96.7,0,0,0,100,0,49.6,50.4,,,,,,,,
12X388,2011,406,92.9,0.2,0,0,99.8,0,51.5,48.5,,,,,,,,
12X446,2010,292,1.7,5.8,0,44.5,54.8,0,41.1,58.9,,,,,,,,
12X446,2011,228,4.8,9.2,0.4,41.2,57,0,33.3,66.7,,,,,,,,
12X463,2009,178,7.9,15.2,0,35.4,64,0.6,56.2,43.8,,,,,,,,
12X463,2010,241,13.7,16.2,0.8,37.3,60.6,0.8,53.5,46.5,,,,,,,,
12X463,2011,271,14,14,0.7,38.4,59.4,1.5,55,45,26.4,43.4,28.3,1.9,30.2,,,
12X478,2009,72,4.2,1.4,1.4,29.2,63.9,1.4,40.3,59.7,,,,,,,,
12X478,2010,133,3.8,4.5,6,33.1,59.4,1.5,43.6,56.4,,,,,,,,
12X478,2011,223,4,4,4.5,28.7,65,1.8,40.8,59.2,,,,,,,,
12X479,2009,84,8.3,16.7,1.2,33.3,59.5,2.4,38.1,61.9,,,,,,,,
12X479,2010,153,12.4,22.2,2,39.2,54.9,1.3,40.5,59.5,,,,,,,,
12X479,2011,244,16.8,27.5,2.5,37.3,59.8,0.4,44.3,55.7,,,,,,,,
12X480,2005,376,4.3,12,0.8,56.4,41,1.3,43.1,56.9,,,,,,10.4,75.5,13.5
12X480,2006,344,6.1,10.2,0.6,47.1,50.3,1.2,44.2,55.8,,,,,,14.2,78.4,6.7
12X480,2007,351,4.8,8.5,0.3,43.6,53.6,1.7,43.3,56.7,,,,,,18.9,72.1,9
12X480,2008,366,6,10.1,0.3,49.7,48.4,1.1,41.5,58.5,,,,,,27.3,62.7,10
12X480,2009,360,7.2,6.7,0.8,43.1,54.4,0.6,46.7,53.3,,,,,,21.8,64.7,9.2
12X480,2010,335,8.4,10.1,0.9,44.2,54,0.9,42.4,57.6,,,,,,26.2,62.6,6.5
27Q319,2009,74,13.5,27,0,70.3,28.4,1.4,63.5,36.5,,,,,,,,
12X480,2011,338,10.1,8,1.5,40.5,57.1,0.6,37.6,62.4,,,,,,,,
12X511,2011,71,11.3,18.3,4.2,32.4,60.6,2.8,46.5,53.5,,,,,,,,
12X521,2011,96,16.7,11.5,1,26,69.8,1,52.1,47.9,,,,,,,,
12X531,2011,275,19.6,10.5,5.1,31.3,60.4,1.1,46.9,53.1,,,,,,,,
12X536,2011,222,24.3,11.7,4.1,23,71.2,0.9,53.2,46.8,,,,,,,,
12X550,2005,373,57.6,0.5,2.7,6.2,89.8,0.5,47.5,52.5,,,,,,29.7,54.7,10.9
12X550,2006,295,34.2,0,3.4,5.4,89.8,1,43.1,56.9,,,,,,45.7,43.5,10.9
12X550,2007,299,77.9,0,2.7,6.7,90,0,48.2,51.8,,,,,,69.8,28.3,1.9
12X550,2008,292,89.7,0,6.2,6.5,86.6,0.3,49.7,50.3,,,,,,68.9,26.2,4.9
12X550,2009,318,89.6,0.3,4.4,6.3,87.1,0.9,49.4,50.6,,,,,,65.9,27.5,2.2
12X550,2010,379,87.9,0.3,4.2,6.6,74.7,1.1,52.5,47.5,,,,,,80.8,11.5,1.9
12X550,2011,369,86.4,0.5,2.4,10.8,84.6,0.5,52,48,,,,,,,,
12X680,2005,524,8.6,14.9,1.7,34.7,61.5,0.6,67.6,32.4,,,,,,48.5,21.6,23.7
12X680,2006,511,7.6,16.2,2,36.4,59.5,1,70.6,29.4,,,,,,31.2,38.7,22.6
12X680,2007,488,10.5,15.6,3.1,33,61.5,1,72.1,27.9,,,,,,40.2,37.3,17.6
12X680,2008,289,7.6,19,2.8,32.2,64,1,72.7,27.3,,,,,,43.1,31.4,15.7
12X680,2009,172,9.3,16.9,1.7,29.7,68,0.6,74.4,25.6,,,,,,45.8,36.4,15
12X680,2010,65,9.2,32.3,3.1,35.4,61.5,0,70.8,29.2,,,,,,50.5,25.3,22.2
12X682,2005,467,8.8,21,0.4,33.6,63,1.3,47.5,52.5,,,,,,60.5,9.9,13.6
12X682,2006,473,7.2,19.7,0.6,32.3,64.9,0.2,49.5,50.5,,,,,,60.5,16,12.3
12X682,2007,490,10.2,21.4,0.8,31.2,66.9,0.6,46.3,53.7,,,,,,56.4,27.8,11.3
13K103,2008,270,3.3,11.9,2.6,85.2,10.7,1.1,49.6,50.4,5,28.6,53.9,12.4,66.4,,,
12X682,2008,501,10.4,25.3,1,32.5,66.1,0.2,49.3,50.7,,,,,,67.7,18.3,9.7
12X682,2009,514,11.7,25.7,0.6,29.2,69.6,0.4,51.6,48.4,,,,,,65.7,21.9,7.6
