DBN,Year,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %,Total Grads - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
11X249,2006,278,6.8,3.6,3.2,43.9,46.4,0.7,31.3,68.7,,,,,,,,
11X249,2007,350,8.6,6.6,3.1,43.7,47.1,1.1,29.1,70.9,,,,,,,,
11X249,2008,354,9.3,8.8,5.6,48,44.1,0.6,30.5,69.5,,,,,,80.3,5.6,14.1
11X249,2009,308,6.8,5.8,5.8,46.4,43.2,0.6,32.8,67.2,,,,,,95.1,0,4.9
11X249,2010,307,6.2,10.4,4.9,47.6,40.7,0.7,34.9,65.1,,,,,,96.6,3.4,0
11X249,2011,377,6.1,7.4,4.8,56.8,36.3,0.5,35.3,64.7,,,,,,,,
11X253,2005,212,3.8,6.1,1.4,46.2,47.2,2.4,34.4,65.6,,,,,,,,
11X253,2006,338,5,9.2,1.5,49.4,45.6,1.5,37.9,62.1,,,,,,,,
11X253,2007,444,5,10.6,1.8,52,43.7,1.4,37.8,62.2,,,,,,,,
11X253,2008,450,5.1,13.6,1.8,52.7,43.6,1.3,39.3,60.7,,,,,,67.7,17.2,14
11X253,2009,452,5.3,16.2,2.2,52.9,43.4,0.9,39.2,60.8,,,,,,62.5,14.6,18.8
11X253,2010,422,6.4,17.3,2.8,50.7,44.3,1.7,41.9,58.1,,,,,,70.3,15.3,11.9
11X287,2007,345,2.6,14.5,1.7,71,24.1,2,35.7,64.3,19.7,51.4,28.4,0.5,28.9,,,
11X253,2011,422,8.5,14.5,2.4,48.3,47.6,1.7,40.8,59.2,,,,,,,,
11X265,2005,224,8.5,2.7,0.4,45.5,51.8,0.9,46.9,53.1,,,,,,,,
11X265,2006,326,9.8,5.2,0.3,42.9,53.4,0.9,50,50,,,,,,,,
11X265,2007,420,9.8,10.7,1,42.1,54,1.2,49.8,50.2,,,,,,,,
11X265,2008,423,6.9,11.1,1.9,41.6,55.6,0.9,53.9,46.1,,,,,,85.7,12.2,2
11X265,2009,448,6.3,11.8,2.5,42,54,1.1,57.6,42.4,,,,,,74,26,0
11X265,2010,468,4.3,16.2,2.6,39.1,56.4,1.3,59,41,,,,,,72.3,20.2,7.4
11X265,2011,482,3.7,15.8,2.7,37.8,57.3,1.7,59.5,40.5,,,,,,,,
11X270,2005,157,3.2,12.1,1.3,43.9,51.6,0,54.1,45.9,,,,,,,,
11X270,2006,282,7.1,10.6,0.7,44.7,53.2,0,54.6,45.4,25.4,42.3,31,1.4,32.4,,,
11X270,2007,430,9.8,14,1.2,39.5,57.2,0,51.2,48.8,7.8,57.4,33,1.7,34.8,,,
11X270,2008,546,5.5,12.3,1.8,56.8,39.4,0.5,51.5,48.5,17.3,49.7,32.4,0.5,33,,,
11X270,2009,623,4.3,14,2.2,61.8,33.5,0.2,50.7,49.3,4.3,33,54.5,8.1,62.7,59.2,29.6,9.9
11X270,2010,602,4.5,16.4,2.5,64,32.1,0.5,50.5,49.5,24.9,56.8,15.8,2.5,18.3,76.9,18.5,3.1
11X270,2011,606,6.3,18.5,2.5,63.7,32,0.7,52,48,24.4,47.1,22.2,6.2,28.4,,,
11X272,2005,209,7.7,9.1,4.3,65.6,27.3,2.4,57.4,42.6,,,,,,,,
11X272,2006,413,6.8,10.2,3.6,63.2,30.5,2.4,58.1,41.9,28.4,41.1,27.9,2.5,30.5,,,
11X272,2007,573,8.6,9.4,4,64.7,29.5,1.2,59.7,40.3,15.4,47.1,34.4,3.1,37.5,,,
11X272,2008,521,8.8,12.5,2.9,63.5,31.7,1,58.9,41.1,13,45.5,38,3.6,41.6,,,
11X272,2009,485,9.9,15.3,2.9,63.1,30.7,1.9,55.5,44.5,4.7,36.9,49.8,8.6,58.4,,,
11X272,2010,487,13.1,19.7,2.9,62.4,31.8,1.6,52,48,25.4,52.1,17.2,5.3,22.5,,,
11X272,2011,430,12.1,17,0.9,63.3,33.7,1.4,51.6,48.4,20.6,49.4,24.4,5.7,30,,,
11X275,2005,200,5,8.5,1.5,36,55,4,74,26,,,,,,,,
11X275,2006,322,5.6,10.9,3.1,37.3,55,3.7,76.4,23.6,,,,,,,,
11X275,2007,444,9,11.7,3.4,39.6,53.4,2.3,80,20,,,,,,,,
11X275,2008,490,5.9,13.3,3.3,38.6,56.3,1,81.6,18.4,,,,,,87.1,10.6,2.4
11X275,2009,541,11.5,17,3.5,37.2,57.1,1.3,84.5,15.5,,,,,,78.9,18.9,1.1
11X275,2010,557,10.6,18.5,3.4,35.9,59.2,0.9,86,14,,,,,,86.7,10,3.3
11X275,2011,550,10.2,20.2,3.6,34.9,59.5,1.3,87.3,12.7,,,,,,,,
11X287,2005,92,1.1,7.6,3.3,66.3,25,3.3,32.6,67.4,,,,,,,,
11X287,2008,348,3.4,19.8,0.6,68.4,29,1.4,41.4,58.6,12.5,44.2,40.9,2.4,43.3,,,
11X287,2009,325,4.3,22.2,0.9,63.7,34.5,0.3,47.4,52.6,6.5,37.2,52.4,3.9,56.3,,,
11X287,2010,302,5.3,25.2,1,63.2,33.8,1.3,47.4,52.6,21.9,53.3,17.8,7,24.8,,,
11X287,2011,239,5.9,28,1.3,66.1,29.7,1.7,48.5,51.5,18,47.7,27.2,7.1,34.3,,,
11X288,2005,312,1.9,7.7,6.7,41,44.2,6.1,58.3,41.7,,,,,,,,
11X288,2006,444,2.9,8.6,5.9,41.2,44.6,6.3,55.2,44.8,,,,,,,,
11X288,2007,464,3.7,10.1,6.3,40.1,44,7.8,52.8,47.2,,,,,,93.6,5.3,1.1
11X288,2008,463,2.6,11,6.5,38.4,47.1,6.9,53.8,46.2,,,,,,82.4,16.5,1.1
11X288,2009,485,2.7,11.1,6.8,39.6,46.6,5.8,56.5,43.5,,,,,,71.7,12.4,11.5
11X288,2010,503,3.2,12.7,8.5,39.8,45.7,5.2,56.9,43.1,,,,,,76.9,4.1,15.7
11X288,2011,543,3.3,14,9.2,36.8,46.8,7,57.1,42.9,,,,,,,,
11X289,2005,187,0.5,9.1,5.9,75.4,15.5,1.6,44.9,55.1,,,,,,,,
11X289,2006,406,2.5,10.1,5.2,69.7,22.2,1.5,51.5,48.5,15.5,37.4,41.7,5.3,47.1,,,
11X289,2007,561,2.3,12.7,4.6,70.4,22.3,1.4,50.1,49.9,12.9,41.8,40.5,4.8,45.3,,,
11X289,2008,482,1.5,12.9,4.4,68,25.5,1,51.7,48.3,11.7,43.8,41.5,3,44.5,,,
11X289,2009,411,2.2,18.5,4.1,67.2,26.5,1,56.2,43.8,3.9,34.9,56.6,4.6,61.2,,,
11X289,2010,401,6.2,19.5,4.7,66.3,27.2,0.2,57.4,42.6,15.8,51.2,25.1,7.9,33,,,
11X289,2011,352,7.7,18.5,2.6,66.8,28.4,0.6,56,44,16.8,45.1,27.8,10.2,38.1,,,
11X290,2005,289,1.4,7.6,2.4,54.3,40.1,0.3,27.3,72.7,,,,,,,,
11X290,2006,390,3.1,11.3,3.6,54.4,38.5,1.3,27.7,72.3,,,,,,,,
11X290,2007,443,5.6,13.5,3.4,50.6,43.6,1.1,25.3,74.7,,,,,,74.4,23.2,2.4
11X290,2008,483,4.6,14.1,3.3,53.2,40.4,1.7,26.7,73.3,,,,,,58.8,25,15
11X290,2009,467,6.9,16.1,3.4,49.9,42.6,1.7,27.6,72.4,,,,,,62.9,19,14.3
11X290,2010,445,7.4,18.9,2.9,51.5,43.1,1.3,27.6,72.4,,,,,,66.7,16.2,17.2
11X290,2011,483,7.7,19,3.3,52.6,41.2,1,32.7,67.3,,,,,,,,
11X299,2005,289,1.4,9.7,3.1,41.5,44.3,6.9,52.2,47.8,,,,,,,,
11X299,2006,387,4.9,9.8,2.8,40.6,47.8,7.5,56.6,43.4,,,,,,,,
11X299,2007,420,8.1,15.7,2.9,43.6,42.6,9,55.7,44.3,,,,,,90.7,5.3,4
11X299,2008,439,7.3,16.2,3.6,41.7,42.8,10.9,55.4,44.6,,,,,,83.2,16.8,0
11X299,2009,471,7.2,18.9,4.5,42,41,10,58.4,41.6,,,,,,73.7,21.1,4.2
11X299,2010,480,10,21.7,4.8,40.2,42.7,11.3,57.3,42.7,,,,,,70.3,19.8,9
11X299,2011,498,7.6,21.7,5.4,35.7,46,11.8,58.6,41.4,,,,,,,,
11X322,2006,200,10.5,9,12.5,30.5,45.5,11.5,51.5,48.5,,,,,,,,
11X322,2007,334,9.3,12.9,10.2,32.6,48.2,9,53,47,12.2,30.5,53.3,4.1,57.4,,,
11X322,2008,547,10.8,12.8,8.2,30.7,51,9.1,53.6,46.4,5.7,26.1,54.1,14,68.2,,,
11X322,2009,554,12.6,16.4,5.8,31.4,54.7,7.4,54.5,45.5,2.4,21.7,64,11.9,75.9,,,
11X322,2010,516,13.8,17.1,5,27.5,59.7,7.2,53.5,46.5,16.3,42,26.6,15,41.7,,,
11X322,2011,395,11.1,20,4.6,25.8,61.5,7.8,53.9,46.1,15.3,47.4,28.1,9.2,37.3,,,
11X326,2006,200,11,9.5,7,27,54,11.5,54.5,45.5,,,,,,,,
11X326,2007,341,12.6,14.7,7,27,58.4,6.7,51.9,48.1,8.6,31.4,54.6,5.4,60,,,
11X326,2008,473,15.4,14.4,6.6,23.3,60.5,9.3,52.4,47.6,8.8,28,57.9,5.2,63.1,,,
11X326,2009,424,16,21,5.4,21.7,63.7,9.2,50.9,49.1,4.7,39.8,51.4,4.1,55.5,,,
11X326,2010,400,16.3,19.5,3.8,20.8,66.8,8,51.3,48.8,17.7,55,23.1,4.2,27.4,,,
11X326,2011,357,16.8,22.4,4.5,22.1,65.3,7.6,50.7,49.3,15.2,44.1,30.9,9.9,40.8,,,
11X370,2007,135,5.9,17,3,68.1,26.7,1.5,48.9,51.1,,,,,,,,
11X370,2008,308,6.8,18.5,2.3,66.2,29.2,1.3,55.8,44.2,11.6,30.1,51.4,6.8,58.2,,,
11X370,2009,432,8.3,18.8,2.3,66.9,28.5,1.2,53.9,46.1,6.9,28.3,60.7,4.1,64.8,,,
11X370,2010,454,8.4,17.8,2.6,65.6,30.2,0.7,52.4,47.6,24.8,50,21.6,3.6,25.2,,,
11X370,2011,395,8.1,15.9,2.8,64.3,29.6,1.8,51.6,48.4,22.6,51.8,22.3,3.3,25.7,,,
11X415,2005,2268,15.7,18.4,6,31.4,51,10.1,58.6,41.4,,,,,,41.6,37.6,13.9
11X415,2006,1817,13.6,18.9,5.2,31.2,51.1,10.6,60.1,39.9,,,,,,46,39.6,10.3
11X415,2007,1554,19.4,19.1,5.1,34.7,47.4,11.1,59.3,40.7,,,,,,38.5,34.5,21.5
11X415,2008,1462,18.1,22.2,5.7,35,47.8,10.1,59.1,40.9,,,,,,34.6,38.6,21.3
11X415,2009,1396,17.3,22.3,6,36.1,45.9,10.2,56.4,43.6,,,,,,35.9,37.5,17.7
11X415,2010,1155,16.2,24.1,6.5,37.2,45,10.9,56,44,,,,,,46.6,32.7,13.6
11X415,2011,727,18.3,24.1,5.8,34.9,46.5,12.7,55.2,44.8,,,,,,,,
11X418,2005,348,2.9,14.4,1.7,43.1,48.6,4,60.1,39.9,,,,,,,,
11X418,2006,361,3.6,16.3,1.4,41.3,49,5.3,59.8,40.2,,,,,,80.7,14,3.5
11X418,2007,333,5.1,20.1,1.8,39.6,52.6,6,60.1,39.9,,,,,,65.3,20.8,9.7
11X418,2008,367,5.4,21,1.1,38.7,52.3,7.9,57.5,42.5,,,,,,61.5,20.8,6.3
11X418,2009,406,4.2,19.2,1.5,35.5,54.4,7.6,59.1,40.9,,,,,,49,32.3,13.5
11X418,2010,425,5.4,22.1,2.1,33.9,56,7.5,59.8,40.2,,,,,,67.4,8.4,15.8
11X418,2011,483,5.2,20.9,1.9,29.2,62.3,6.4,58,42,,,,,,,,
11X425,2005,1443,11.8,14.2,2.8,51.6,43.9,1.2,54.7,45.3,,,,,,34,28.6,35.4
11X425,2006,784,9.3,13.1,2.6,50,46.2,0.9,55.5,44.5,,,,,,26.9,33.5,35.3
11X425,2007,147,23.8,14.3,0.7,39.5,59.9,0,59.2,40.8,,,,,,29.2,30.2,35.9
11X455,2005,3391,4.5,18.8,1.6,58.1,37.2,1.4,57.4,42.6,,,,,,55.8,26.5,12.4
11X455,2006,3126,4.5,19.4,1.8,56.8,39.1,1.1,56.3,43.7,,,,,,55.7,27.1,12
11X455,2007,2791,7.5,21.1,2,55.5,40.7,1.1,55.2,44.8,,,,,,58.8,18.7,18.3
11X455,2008,2372,7.1,23.1,2.2,55.3,40.5,0.9,57.8,42.2,,,,,,52.7,27.2,15.5
11X455,2009,2131,8.3,22.9,2.3,52.7,42.4,1.1,58.6,41.4,,,,,,59.2,22.6,10.7
11X455,2010,1987,9.3,26.8,1.9,51.4,44.6,1,60.2,39.8,,,,,,64.1,14.7,13.3
11X455,2011,1773,9.2,25.1,2,51.8,43.8,1.3,60,40,,,,,,,,
11X462,2009,133,6,16.5,2.3,58.6,36.8,1.5,45.9,54.1,,,,,,,,
11X462,2010,215,4.2,19.1,1.9,60.9,36.7,0,44.7,55.3,7.7,57.7,28.5,6.2,34.6,,,
12X242,2009,281,10.3,22.1,3.2,27.8,67.3,1.1,49.1,50.9,0.4,5,64.7,29.9,94.6,,,
11X462,2011,253,4.3,18.6,1.6,59.7,36,1.6,50.2,49.8,6.9,52.1,35.9,5.1,41,,,
11X468,2009,121,21.5,18.2,10.7,25.6,52.9,9.1,54.5,45.5,,,,,,,,
11X468,2010,223,15.2,19.3,8.1,28.7,54.3,7.2,57.8,42.2,9.6,38.4,44,8,52,,,
11X468,2011,323,13.9,15.2,8.4,29.7,52.6,8.4,52.9,47.1,10.9,33.6,41.4,14.1,55.5,,,
11X498,2010,209,6.7,12.4,9.6,16.3,59.3,13.4,51.7,48.3,,,,,,,,
11X498,2011,348,6.3,14.7,9.5,10.9,65.8,12.9,50.3,49.7,6,36,42,16,58,,,
11X508,2011,95,7.4,12.6,4.2,23.2,56.8,12.6,60,40,,,,,,,,
11X509,2011,76,84.2,2.6,14.5,11.8,64.5,7.9,50,50,,,,,,,,
11X513,2005,191,61.3,0.5,7.9,4.7,77,9.4,51.3,48.7,,,,,,,,
11X513,2006,255,76.5,0.8,7.8,7.5,75.3,7.8,52.9,47.1,,,,,,,,
11X513,2007,274,70.8,0,10.2,8.8,70.8,9.5,51.5,48.5,,,,,,,,
11X513,2008,274,74.1,0.4,6.2,8.4,72.6,12,47.1,52.9,,,,,,77.9,18.6,2.3
11X513,2009,354,81.6,1.1,7.3,10.2,72.6,9,47.5,52.5,,,,,,70.7,29.3,0
11X513,2010,368,79.3,1.4,12.2,16,68.8,2.4,47.3,52.7,,,,,,79,17.7,3.2
12X050,2006,620,12.9,20,0.5,37.4,61.9,0,53.4,46.6,10.2,23.7,56.3,9.8,66,,,
11X513,2011,402,80.1,1.5,12.4,13.2,70.4,3.2,50,50,,,,,,,,
11X514,2005,200,8.5,6.5,1,29,62,4.5,65,35,,,,,,,,
11X514,2006,268,10.4,14.2,2.2,27.6,62.7,3.7,72.4,27.6,,,,,,,,
11X514,2007,324,10.5,18.5,2.2,33,60.8,3.4,73.8,26.2,,,,,,,,
11X514,2008,330,10.9,19.7,1.2,40.3,55.8,2.1,79.1,20.9,,,,,,77.2,20.3,1.3
11X514,2009,362,10.5,20.4,1.9,47.8,46.7,1.7,76,24,,,,,,49.3,31,16.9
11X514,2010,361,9.4,20.8,1.9,53.5,42.1,1.1,67.6,32.4,,,,,,54.5,27.3,15.2
11X514,2011,416,7,20.9,1.9,58.2,37.3,1,61.3,38.7,,,,,,,,
11X529,2011,118,9.3,12.7,2.5,55.1,41.5,0.8,55.1,44.9,,,,,,,,
11X532,2011,97,3.1,23.7,2.1,69.1,25.8,2.1,53.6,46.4,,,,,,,,
11X541,2005,319,8.2,9.4,1.9,38.2,55.8,1.9,52.7,47.3,,,,,,,,
11X541,2006,402,8.2,12.9,1.2,37.8,57.5,2.5,56.2,43.8,,,,,,,,
11X541,2007,416,14.9,11.5,1.4,37.7,57.2,2.9,60.3,39.7,,,,,,71.6,18.2,6.8
11X541,2008,457,13.6,16.2,2.2,39.4,54.7,2.6,58,42,,,,,,48.9,36.4,14.8
11X541,2009,467,16.1,16.7,2.8,40.3,52.9,3.4,59.3,40.7,,,,,,51.8,28.2,10.9
11X541,2010,385,15.8,17.1,4.2,35.8,54.5,4.9,57.1,42.9,,,,,,53.4,19.8,16.4
11X541,2011,270,14.4,17.8,4.1,35.9,54.1,5.6,56.7,43.3,,,,,,,,
11X542,2005,421,1.4,5,5,39.9,43.7,6.7,42.5,57.5,,,,,,,,
11X542,2006,450,1.8,6.2,4.2,42.9,40,6.4,41.3,58.7,,,,,,84.1,13.6,2.3
11X542,2007,460,3.3,6.1,4.3,42.4,40.9,4.8,43.5,56.5,,,,,,87.7,8.8,2.6
11X542,2008,478,2.3,8.8,4,41,42.5,5.9,45.6,54.4,,,,,,85.6,6.2,7.2
11X542,2009,506,3.2,10.3,3,40.1,43.1,7.3,44.9,55.1,,,,,,81,13.3,4.8
11X542,2010,501,2.6,10.2,2.4,44.5,46.7,6,47.3,52.7,,,,,,91,2.7,3.6
11X542,2011,507,2.2,14.2,2.4,40.2,49.7,6.9,48.1,51.9,,,,,,,,
11X544,2005,287,6.3,8.7,1.7,42.9,49.5,1.7,44.6,55.4,,,,,,,,
11X544,2006,403,5.7,11.7,1.2,43.7,49.9,1.2,44.7,55.3,,,,,,,,
11X544,2007,432,8.3,15.5,0.9,47.9,49.8,0.7,46.8,53.2,,,,,,80.7,15.7,3.6
11X544,2008,463,9.9,19.2,2.2,43.8,51.2,0.6,50.5,49.5,,,,,,85.2,9.9,4.9
11X544,2009,471,9.8,19.1,1.3,43.3,52.7,0.6,50.3,49.7,,,,,,71.6,25,2.6
11X544,2010,459,10,18.3,0.9,39.9,57.5,0.9,54.2,45.8,,,,,,69.5,24.6,2.5
11X544,2011,479,10.2,21.3,1,37.2,59.9,1,55.3,44.7,,,,,,,,
11X545,2005,349,10.6,11.5,1.7,35,59.3,1.4,74.5,25.5,,,,,,,,
11X545,2006,385,5.5,15.3,2.1,31.9,64.4,0.8,79.2,20.8,,,,,,91.7,6.7,1.7
11X545,2007,377,9.5,15.9,1.9,35,61.5,0.8,80.6,19.4,,,,,,88.9,6.9,1.4
11X545,2008,405,18.3,17.5,2.2,28.9,66.7,2,82,18,,,,,,97.3,1.4,1.4
11X545,2009,403,21.3,19.9,1.5,26.3,69.7,0.7,82.4,17.6,,,,,,91.6,6,2.4
11X545,2010,381,17.1,21.3,2.1,25.5,71.1,0.8,84,16,,,,,,88.6,1.4,4.3
11X545,2011,416,14.7,25.7,2.2,23.8,72.6,1.2,82.5,17.5,,,,,,,,
12X006,2005,753,16.6,17.3,0.4,26.2,72.6,0.5,51.9,48.1,,,,,,,,
12X006,2006,748,16.4,18,0.9,24.7,73.7,0.5,52.4,47.6,16.9,20.2,50.7,12.2,62.9,,,
12X006,2007,764,16.6,17.5,0.9,25,73.3,0.5,52.2,47.8,10.9,23.5,53.4,12.3,65.6,,,
12X006,2008,752,15.8,20.1,0.3,23.7,74.5,0.3,52.5,47.5,4.9,21.2,64.5,9.5,73.9,,,
12X006,2009,750,15.6,17.2,0.1,22.8,74.5,0.5,51.7,48.3,4.4,14,62.9,18.7,81.6,,,
12X006,2010,715,14.7,18.5,0.1,22.4,76.2,0.6,52,48,15.8,43.4,30.5,10.3,40.8,,,
12X006,2011,731,13.7,17.2,0.7,23.1,74.7,0.8,49.5,50.5,14.4,49.2,32.1,4.3,36.5,,,
12X044,2005,419,7.6,18.4,0.5,36.5,61.8,1,53.7,46.3,,,,,,,,
12X044,2006,378,7.1,18.5,0.3,33.9,65.1,0.8,52.4,47.6,18,28.4,45.9,7.7,53.6,,,
12X044,2007,372,13.2,19.4,0.3,37.9,61.6,0.3,51.3,48.7,12.3,25.7,56.1,5.8,62,,,
12X044,2008,370,9.7,24.9,0,36.2,62.7,0.5,51.1,48.9,13.3,24.2,53.9,8.5,62.4,,,
12X044,2009,342,11.4,24.9,0,35.4,62.6,0,52,48,5,25.1,60.3,9.5,69.8,,,
12X044,2010,350,10.3,17.1,0,33.7,64,0.3,50.3,49.7,17.4,51,19.5,12.1,31.5,,,
12X044,2011,328,10.4,14.6,0,33.5,65.5,0.6,48.8,51.2,8.6,44.3,36.4,10.7,47.1,,,
12X047,2005,999,16.1,12.6,7.2,29.4,59.9,1.4,49.5,50.5,,,,,,,,
12X047,2006,1151,15.9,10.7,7,30.3,59.7,1.3,51,49,11,21,53.7,14.3,68,,,
12X047,2007,1122,19.8,10.1,7,28.8,60.5,1.5,50.9,49.1,6,24.6,57.9,11.5,69.4,,,
12X047,2008,1151,20.9,11.5,7,28.4,60.2,1.7,51.1,48.9,3.6,17.8,64.9,13.7,78.6,,,
12X047,2009,1112,23.8,10.5,7.4,25,60.3,1.6,50.8,49.2,2.1,14.7,65,18.2,83.2,,,
12X047,2010,1129,23.3,11,8,24.3,63.3,1.3,50.2,49.8,9.9,42.1,37,11,48,,,
12X047,2011,1078,25.8,11.9,8.5,21.1,66.3,1.9,49.5,50.5,5,45.5,40.9,8.6,49.5,,,
12X050,2005,776,11.5,17.3,0.6,33,65.5,0.4,50.9,49.1,,,,,,,,
12X050,2007,630,17.8,19.7,0.6,34.1,64.9,0.3,56.5,43.5,11.5,27.2,52,9.3,61.3,,,
12X050,2008,565,14,24.2,0.5,31.9,67.4,0.2,55,45,7,19.1,64.5,9.4,73.9,,,
12X050,2009,573,17.5,24.1,0.3,33.2,66,0.3,54.3,45.7,7.7,20.2,59.1,13,72.1,,,
12X050,2010,529,17.8,20.6,0.4,33.3,65,0.8,51.6,48.4,23.4,46.4,18.7,11.5,30.2,,,
12X050,2011,502,14.9,21.5,0.6,34.7,63.1,1,50.6,49.4,21.1,41,34.8,3.1,37.9,,,
12X057,2005,494,18.2,19.2,0.4,28.5,69.8,0.8,49.4,50.6,,,,,,,,
12X057,2006,491,15.7,16.3,0.2,29.1,69.2,1.2,48.5,51.5,18.4,21.1,50.8,9.8,60.5,,,
12X057,2007,510,20.6,15.1,0.2,31.2,67.3,1,51.4,48.6,13.1,19.2,53.7,14,67.7,,,
12X057,2008,455,16.7,13.2,0.2,27.3,70.5,1.3,48.4,51.6,6.2,16.6,63.5,13.7,77.3,,,
12X057,2009,479,18.4,15.2,0.2,31.5,65.3,1.7,49.3,50.7,2.1,8.7,59.5,29.7,89.2,,,
12X057,2010,507,18.5,17.4,0.2,27.8,70.4,1.4,48.3,51.7,10.6,33.3,36.9,19.2,56.1,,,
12X057,2011,499,12.6,18,0.4,24.6,73.5,1.2,48.3,51.7,5.4,31.2,50.7,12.7,63.3,,,
12X061,2005,380,5.8,19.2,0.3,27.1,71.3,0.5,51.8,48.2,,,,,,,,
12X061,2006,389,6.9,15.2,0.5,27,71,0.8,51.4,48.6,17.1,25.8,48.8,8.3,57.1,,,
12X061,2007,373,10.2,17.2,0.5,29.5,68.6,0.5,52,48,10,16.7,57.2,16.1,73.3,,,
12X061,2008,356,5.9,15.4,0,26.1,73,0.6,51.7,48.3,3.6,12.7,67.9,15.8,83.6,,,
12X061,2009,398,5.3,19.1,0.5,26.6,70.6,0.8,54.3,45.7,1.3,13.8,69.2,15.7,84.9,,,
12X061,2010,395,6.1,23,0.5,25.1,72.4,1.3,53.2,46.8,7.6,51.7,34.3,6.4,40.7,,,
12X061,2011,389,6.9,22.6,0.3,24.7,72.5,0,54.5,45.5,9.9,46.5,37.2,6.4,43.6,,,
12X066,2005,689,18.9,13.1,0.1,24.8,75,0,49.5,50.5,,,,,,,,
12X066,2006,562,19.6,14.1,0.2,23,76.9,0,50.5,49.5,21.2,33.3,40.1,5.4,45.5,,,
12X066,2007,583,22.8,16,0.2,23.7,75.6,0.3,50.6,49.4,13.2,32.9,49.8,4.1,53.9,,,
12X066,2008,589,23.1,16.8,0,25.3,73.7,0.5,50.3,49.7,11.8,19,60.8,8.4,69.2,,,
12X066,2009,602,21.4,16.4,0,26.7,72.4,0,50,50,4.6,12.1,63.3,20,83.3,,,
12X066,2010,637,21.2,16.3,0,25.6,74.1,0.2,47.6,52.4,7.1,43.7,39.4,9.8,49.2,,,
12X066,2011,638,20.8,14.6,0.3,25.1,72.7,1.4,48.6,51.4,8.6,37,44.4,9.9,54.3,,,
12X067,2005,791,12.4,16.7,0.4,23.9,75,0.4,49.3,50.7,,,,,,,,
12X067,2006,831,10.7,15.2,0.2,23.8,75.1,0.5,49.3,50.7,20.6,28.1,44.7,6.6,51.3,,,
12X067,2007,704,17.6,16.1,0.4,22.9,76.4,0.1,49.3,50.7,10.7,26.8,48.5,14.1,62.6,,,
12X067,2008,729,14.3,17.6,0.4,22.8,76,0.3,47.5,52.5,9,22.9,57.3,10.8,68.1,,,
12X067,2009,744,13.6,19.4,0.3,22.2,77,0.4,49.5,50.5,1.7,13.3,63.5,21.5,85,,,
12X067,2010,729,15.6,17.3,0.5,22.4,76.5,0.5,50.2,49.8,10.4,43.3,32.9,13.5,46.4,,,
12X067,2011,723,11.1,15.6,0.3,22.5,76.9,0.3,50.1,49.9,10.9,42.5,38.8,7.8,46.6,,,
12X092,2005,628,16.2,20.7,0.3,25.5,73.7,0.3,54,46,,,,,,,,
12X092,2006,592,7.6,23.3,0.2,28.2,71.3,0.3,53.2,46.8,20.1,36,41.4,2.5,43.9,,,
12X092,2007,560,19.5,23.9,0.9,25.9,72,1.1,53,47,6.6,32.4,52.3,8.6,60.9,,,
12X092,2008,537,23.5,24.2,1.3,28.1,69.3,1.1,52.5,47.5,7.2,32.1,54.6,6,60.6,,,
12X092,2009,541,23.8,24.4,1.1,28.7,68,0.7,53.8,46.2,5.3,18,62.4,14.3,76.7,,,
12X092,2010,516,26.9,22.7,1.4,25.6,71.5,0.8,50.2,49.8,18.7,45.8,29.1,6.4,35.5,,,
12X092,2011,537,22.9,23.6,1.3,24.4,72.1,1.7,52.1,47.9,23.3,46.6,28,2.1,30.1,,,
12X098,2005,611,13.7,20.5,5.1,32.2,61.5,0.5,52.5,47.5,,,,,,,,
12X098,2006,480,14.4,23.5,4.6,31.3,62.7,0.2,55.6,44.4,29.5,38.3,30.2,1.9,32.2,,,
12X098,2007,447,19,19.2,3.6,28.9,65.5,0.9,55.5,44.5,18.1,33,42.7,6.3,49,,,
12X098,2008,429,15.9,19.3,4,30.8,63.2,0.7,52.7,47.3,10.8,30.4,48.5,10.3,58.8,,,
12X098,2009,459,18.5,21.4,5.4,31.2,61.2,0.9,50.3,49.7,4.4,21.8,62.2,11.6,73.8,,,
12X098,2010,468,17.7,22.6,4.1,35.7,58.1,0.9,49.1,50.9,7.4,49.8,32,10.8,42.8,,,
12X098,2011,421,18.5,23,5.2,34.9,57,1.4,50.4,49.6,15,45.9,28.3,10.8,39.2,,,
12X102,2005,1448,15.5,12.4,4.4,32,61.4,1,49.1,50.9,,,,,,,,
12X102,2006,1261,13.4,14.2,3.8,30.6,62.4,1.3,49.1,50.9,16.6,31,43.6,8.8,52.4,,,
12X102,2007,1130,17.3,17.5,3.6,28.9,63.8,1.4,51.9,48.1,8.9,28.5,50.5,12.1,62.6,,,
12X102,2008,1033,19.6,20.5,4.2,27.7,63.7,2.2,53.7,46.3,6.6,21.5,61.9,10,71.9,,,
12X102,2009,1034,20.9,20.8,5.4,26.8,63.3,1.8,54,46,7,23.9,58.2,10.9,69.1,,,
12X102,2010,943,23.8,18.3,5.7,27.7,64.6,1.5,53.8,46.2,25.9,44.8,23.6,5.7,29.3,,,
12X102,2011,441,28.1,21.3,7.7,25.9,64.9,1.4,52.8,47.2,21.5,43.6,30.5,4.4,35,,,
